customer_id,order_value,ITE,segment,discount_options,predicted_revenue,discount_cost
3144,49.71,0.0261598385430016,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.49, 4.97, 7.46, 9.94, 12.43, 14.91]"
3925,17.16,0.0242318941949654,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.86, 1.72, 2.57, 3.43, 4.29, 5.15]"
2679,13.81,0.0009552121425196,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.69, 1.38, 2.07, 2.76, 3.45, 4.14]"
818,33.98,-0.0374613894854235,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.7, 3.4, 5.1, 6.8, 8.49, 10.19]"
3293,32.76,0.0969761382504738,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.64, 3.28, 4.91, 6.55, 8.19, 9.83]"
1887,34.66,0.0296789727441511,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.73, 3.47, 5.2, 6.93, 8.66, 10.4]"
209,31.63,0.1318417370623828,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.58, 3.16, 4.74, 6.33, 7.91, 9.49]"
294,34.46,-0.0584397858036082,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.72, 3.45, 5.17, 6.89, 8.62, 10.34]"
1120,36.43,-0.0402595055646621,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.82, 3.64, 5.46, 7.29, 9.11, 10.93]"
2229,41.09,-0.0033403974429524,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.05, 4.11, 6.16, 8.22, 10.27, 12.33]"
2252,33.05,-0.0933748438340735,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.65, 3.3, 4.96, 6.61, 8.26, 9.91]"
1265,42.22,0.0013201140758936,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.11, 4.22, 6.33, 8.44, 10.55, 12.67]"
991,35.91,0.0689449625228883,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.8, 3.59, 5.39, 7.18, 8.98, 10.77]"
4294,19.08,-0.0632389001256171,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.95, 1.91, 2.86, 3.82, 4.77, 5.72]"
1533,42.53,-0.0556673292919826,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.13, 4.25, 6.38, 8.51, 10.63, 12.76]"
354,38.55,0.1667630037161637,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.93, 3.85, 5.78, 7.71, 9.64, 11.56]"
1879,48.03,0.081838233898879,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.4, 4.8, 7.2, 9.61, 12.01, 14.41]"
3657,24.55,0.079557878141375,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.23, 2.46, 3.68, 4.91, 6.14, 7.37]"
4026,33.63,0.1456923126828863,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.68, 3.36, 5.04, 6.73, 8.41, 10.09]"
2571,19.95,0.1220245538209582,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.0, 2.0, 2.99, 3.99, 4.99, 5.98]"
3064,50.83,0.0985358136966222,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.54, 5.08, 7.62, 10.17, 12.71, 15.25]"
1229,30.62,0.1067265450022682,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.53, 3.06, 4.59, 6.12, 7.66, 9.19]"
260,43.89,0.039880334522236,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.19, 4.39, 6.58, 8.78, 10.97, 13.17]"
1542,65.1,0.0812765775338451,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 3.25, 6.51, 9.76, 13.02, 16.27, 19.53]"
4804,34.94,-0.0419510064940071,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.75, 3.49, 5.24, 6.99, 8.73, 10.48]"
4750,35.4,-0.0602370368360648,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.77, 3.54, 5.31, 7.08, 8.85, 10.62]"
4842,34.3,0.01117975607471,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.71, 3.43, 5.14, 6.86, 8.57, 10.29]"
2597,44.56,0.0552436117021122,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.23, 4.46, 6.68, 8.91, 11.14, 13.37]"
53,36.72,0.0850822521294463,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.84, 3.67, 5.51, 7.34, 9.18, 11.02]"
2212,42.81,-0.010654374079451,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.14, 4.28, 6.42, 8.56, 10.7, 12.84]"
1868,56.72,0.1366893885755108,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.84, 5.67, 8.51, 11.34, 14.18, 17.02]"
3572,41.24,0.0590158637519507,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.06, 4.12, 6.19, 8.25, 10.31, 12.37]"
3654,31.59,0.0909139924512877,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.58, 3.16, 4.74, 6.32, 7.9, 9.48]"
2803,37.85,0.0583066371610814,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.89, 3.79, 5.68, 7.57, 9.46, 11.36]"
2898,49.18,0.0134042955815564,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.46, 4.92, 7.38, 9.84, 12.29, 14.75]"
1480,46.22,0.0519342705905449,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.31, 4.62, 6.93, 9.24, 11.55, 13.87]"
1034,35.51,-0.0885165553646303,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.78, 3.55, 5.33, 7.1, 8.88, 10.65]"
1098,40.45,-0.0158157043313125,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.02, 4.05, 6.07, 8.09, 10.11, 12.13]"
1470,39.71,0.0479594419223623,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.99, 3.97, 5.96, 7.94, 9.93, 11.91]"
544,12.44,0.1321706317083556,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.62, 1.24, 1.87, 2.49, 3.11, 3.73]"
1047,42.24,0.0152796499797827,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.11, 4.22, 6.34, 8.45, 10.56, 12.67]"
1922,45.26,0.0972676280868672,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.26, 4.53, 6.79, 9.05, 11.31, 13.58]"
1596,40.29,0.1411543833952133,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.01, 4.03, 6.04, 8.06, 10.07, 12.09]"
31,62.02,-0.0260861307530291,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 3.1, 6.2, 9.3, 12.4, 15.51, 18.61]"
726,48.88,0.0548364870466699,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.44, 4.89, 7.33, 9.78, 12.22, 14.66]"
2451,13.41,0.1119163731118743,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.67, 1.34, 2.01, 2.68, 3.35, 4.02]"
4529,33.13,0.0569366888683608,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.66, 3.31, 4.97, 6.63, 8.28, 9.94]"
3922,36.22,0.0030456095116724,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.81, 3.62, 5.43, 7.24, 9.05, 10.87]"
1427,40.1,0.0786806303548003,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.01, 4.01, 6.01, 8.02, 10.03, 12.03]"
2513,32.26,0.0474986111150514,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.61, 3.23, 4.84, 6.45, 8.06, 9.68]"
437,39.94,0.0361921696148063,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.0, 3.99, 5.99, 7.99, 9.98, 11.98]"
4746,39.28,0.030710815468709,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.96, 3.93, 5.89, 7.86, 9.82, 11.78]"
913,46.49,-0.0241017982014535,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.32, 4.65, 6.97, 9.3, 11.62, 13.95]"
4232,50.52,0.1181613167451468,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.53, 5.05, 7.58, 10.1, 12.63, 15.16]"
4174,22.02,0.0544259312624948,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.1, 2.2, 3.3, 4.4, 5.5, 6.61]"
4523,27.3,0.082883764580394,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.37, 2.73, 4.09, 5.46, 6.83, 8.19]"
4311,35.19,0.0427681115041794,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.76, 3.52, 5.28, 7.04, 8.8, 10.56]"
2303,15.89,-0.0867466367277116,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.79, 1.59, 2.38, 3.18, 3.97, 4.77]"
2707,56.5,0.1346982374044653,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.83, 5.65, 8.47, 11.3, 14.12, 16.95]"
1239,33.46,-0.009065331168681,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.67, 3.35, 5.02, 6.69, 8.37, 10.04]"
904,31.85,0.0636583018688757,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.59, 3.19, 4.78, 6.37, 7.96, 9.55]"
4244,48.82,-0.0275562124704511,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.44, 4.88, 7.32, 9.76, 12.21, 14.65]"
3160,24.65,-0.05399484120226,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.23, 2.46, 3.7, 4.93, 6.16, 7.39]"
4005,44.09,-0.015536061264933,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.2, 4.41, 6.61, 8.82, 11.02, 13.23]"
508,32.12,0.074638060527151,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.61, 3.21, 4.82, 6.42, 8.03, 9.64]"
4511,44.09,0.0218729163298344,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.2, 4.41, 6.61, 8.82, 11.02, 13.23]"
184,62.98,0.072955897051616,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 3.15, 6.3, 9.45, 12.6, 15.74, 18.89]"
4336,27.03,-0.0309981732010338,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.35, 2.7, 4.05, 5.41, 6.76, 8.11]"
1498,39.5,0.0326411609241259,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.98, 3.95, 5.92, 7.9, 9.88, 11.85]"
3888,27.37,0.0843617364542018,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.37, 2.74, 4.11, 5.47, 6.84, 8.21]"
322,26.7,0.0571274398502467,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.33, 2.67, 4.0, 5.34, 6.67, 8.01]"
2520,26.53,0.0662051098521516,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.33, 2.65, 3.98, 5.31, 6.63, 7.96]"
1534,45.21,-0.0090101097065773,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.26, 4.52, 6.78, 9.04, 11.3, 13.56]"
3814,42.3,0.0743881016522045,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.11, 4.23, 6.34, 8.46, 10.57, 12.69]"
2396,40.89,0.0731449998244426,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.04, 4.09, 6.13, 8.18, 10.22, 12.27]"
2701,36.74,0.0390252892763715,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.84, 3.67, 5.51, 7.35, 9.19, 11.02]"
4626,43.61,0.0342868833342836,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.18, 4.36, 6.54, 8.72, 10.9, 13.08]"
2660,36.1,-0.035480799132913,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.81, 3.61, 5.42, 7.22, 9.03, 10.83]"
4448,40.73,-0.0066831955103851,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.04, 4.07, 6.11, 8.15, 10.18, 12.22]"
1147,26.62,0.1574738653873114,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.33, 2.66, 3.99, 5.32, 6.66, 7.99]"
4474,40.8,0.0326623630399553,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.04, 4.08, 6.12, 8.16, 10.2, 12.24]"
45,35.29,0.1183620058253512,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.76, 3.53, 5.29, 7.06, 8.82, 10.59]"
2526,44.87,0.0263041484690133,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.24, 4.49, 6.73, 8.97, 11.22, 13.46]"
3467,43.37,-0.0244465696333279,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.17, 4.34, 6.51, 8.67, 10.84, 13.01]"
1850,36.56,0.0858327915370156,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.83, 3.66, 5.48, 7.31, 9.14, 10.97]"
1379,43.52,0.0393579313110666,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.18, 4.35, 6.53, 8.7, 10.88, 13.06]"
4845,22.73,0.2028742682769446,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.14, 2.27, 3.41, 4.55, 5.68, 6.82]"
3028,41.64,-0.0091724072332027,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.08, 4.16, 6.25, 8.33, 10.41, 12.49]"
414,40.74,0.0111165677671978,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.04, 4.07, 6.11, 8.15, 10.19, 12.22]"
2174,42.29,0.0277409322294501,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.11, 4.23, 6.34, 8.46, 10.57, 12.69]"
1408,32.39,-0.0560984760071686,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.62, 3.24, 4.86, 6.48, 8.1, 9.72]"
2125,39.76,0.1275148319270388,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.99, 3.98, 5.96, 7.95, 9.94, 11.93]"
802,15.19,0.0419000509513392,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.76, 1.52, 2.28, 3.04, 3.8, 4.56]"
1289,34.83,0.0437937144823576,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.74, 3.48, 5.22, 6.97, 8.71, 10.45]"
2198,42.97,0.016007632508362,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.15, 4.3, 6.45, 8.59, 10.74, 12.89]"
2458,32.96,0.0881724603274223,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.65, 3.3, 4.94, 6.59, 8.24, 9.89]"
1722,36.67,0.0748385102503571,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.83, 3.67, 5.5, 7.33, 9.17, 11.0]"
2334,53.4,0.1289158161531783,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.67, 5.34, 8.01, 10.68, 13.35, 16.02]"
257,34.18,0.081735445571296,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.71, 3.42, 5.13, 6.84, 8.54, 10.25]"
4540,31.41,0.0477384596582252,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.57, 3.14, 4.71, 6.28, 7.85, 9.42]"
1715,17.03,-0.0340652276625607,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.85, 1.7, 2.55, 3.41, 4.26, 5.11]"
1152,47.61,-0.0858020286036264,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.38, 4.76, 7.14, 9.52, 11.9, 14.28]"
2317,26.2,0.186165390085225,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.31, 2.62, 3.93, 5.24, 6.55, 7.86]"
648,19.22,0.0315473656841344,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.96, 1.92, 2.88, 3.84, 4.8, 5.77]"
4495,23.6,0.0223074865201086,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.18, 2.36, 3.54, 4.72, 5.9, 7.08]"
4245,28.88,0.0574299431879207,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.44, 2.89, 4.33, 5.78, 7.22, 8.66]"
4217,26.22,0.0155311303656129,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.31, 2.62, 3.93, 5.24, 6.55, 7.87]"
3787,41.73,0.0014617552834215,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.09, 4.17, 6.26, 8.35, 10.43, 12.52]"
1316,58.58,-0.0134527217538495,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.93, 5.86, 8.79, 11.72, 14.64, 17.57]"
2030,31.8,0.0892562864766443,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.59, 3.18, 4.77, 6.36, 7.95, 9.54]"
3254,57.64,0.0552730672348174,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.88, 5.76, 8.65, 11.53, 14.41, 17.29]"
2481,43.9,-0.0557255513414965,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.19, 4.39, 6.58, 8.78, 10.97, 13.17]"
3728,32.49,0.0544941493020117,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.62, 3.25, 4.87, 6.5, 8.12, 9.75]"
1351,35.37,0.0690650857928503,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.77, 3.54, 5.31, 7.07, 8.84, 10.61]"
2516,38.59,0.1425025976560937,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.93, 3.86, 5.79, 7.72, 9.65, 11.58]"
113,46.1,0.0234433674915563,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.31, 4.61, 6.92, 9.22, 11.53, 13.83]"
3149,36.48,0.0779204621509511,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.82, 3.65, 5.47, 7.3, 9.12, 10.94]"
264,40.98,0.0227974925556101,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.05, 4.1, 6.15, 8.2, 10.24, 12.29]"
1394,48.59,-0.0759063878253704,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.43, 4.86, 7.29, 9.72, 12.15, 14.58]"
1906,49.64,0.0405527456933191,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.48, 4.96, 7.45, 9.93, 12.41, 14.89]"
1187,45.53,-0.0655436997824257,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.28, 4.55, 6.83, 9.11, 11.38, 13.66]"
2368,34.01,0.0520310163291516,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.7, 3.4, 5.1, 6.8, 8.5, 10.2]"
57,36.73,-0.0344610246195922,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.84, 3.67, 5.51, 7.35, 9.18, 11.02]"
1310,37.0,0.0354398699115411,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.85, 3.7, 5.55, 7.4, 9.25, 11.1]"
696,45.89,0.0816674975544437,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.29, 4.59, 6.88, 9.18, 11.47, 13.77]"
4213,45.45,-0.0830467348909605,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.27, 4.55, 6.82, 9.09, 11.36, 13.63]"
4763,29.23,0.129266682321981,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.46, 2.92, 4.38, 5.85, 7.31, 8.77]"
1752,41.29,0.0595827406741166,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.06, 4.13, 6.19, 8.26, 10.32, 12.39]"
1925,45.55,0.0355284475293211,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 2.28, 4.55, 6.83, 9.11, 11.39, 13.66]"
4031,32.78,0.1363097352861362,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.64, 3.28, 4.92, 6.56, 8.2, 9.83]"
320,23.24,-0.0627839236470949,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.16, 2.32, 3.49, 4.65, 5.81, 6.97]"
2338,30.74,0.0813401666406303,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.54, 3.07, 4.61, 6.15, 7.68, 9.22]"
683,31.78,0.0236810377966855,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.59, 3.18, 4.77, 6.36, 7.95, 9.53]"
2331,30.5,0.1790503332885881,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.53, 3.05, 4.58, 6.1, 7.62, 9.15]"
4697,37.53,-0.0133504050752019,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.88, 3.75, 5.63, 7.51, 9.38, 11.26]"
3566,28.58,-0.0904684322226686,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.43, 2.86, 4.29, 5.72, 7.14, 8.57]"
3524,33.48,-0.0396114676873624,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.67, 3.35, 5.02, 6.7, 8.37, 10.04]"
3857,14.93,0.0535291887644297,Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 0.75, 1.49, 2.24, 2.99, 3.73, 4.48]"
287,33.8,-0.0800070309703398,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.69, 3.38, 5.07, 6.76, 8.45, 10.14]"
2187,35.2,0.200605145569616,Highly Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.76, 3.52, 5.28, 7.04, 8.8, 10.56]"
4274,35.1,-0.0757625809096105,Not Persuadable,"[0, 5, 10, 15, 20, 25, 30]","[None, None, None, None, None, None, None]","[0.0, 1.76, 3.51, 5.26, 7.02, 8.78, 10.53]"
