age,income,previous_purchases,customer_tenure_days,avg_basket_size,discount,campaign_response,channel,purchase
28,29400.0,0,84,32.25,15,0.022,online,1
30,42300.0,1,184,30.47,0,0.057,online,0
27,15000.0,0,171,37.03,0,0.0,online,0
21,31400.0,1,77,33.04,0,0.0,online,0
37,41600.0,4,663,45.73,0,0.001,in_store,0
28,22200.0,0,189,30.48,0,0.101,online,0
24,28000.0,1,245,34.15,0,0.01,online,0
36,59500.0,3,516,48.98,15,0.041,in_store,1
46,57300.0,1,301,28.22,30,0.17,online,0
46,69900.0,4,242,50.15,30,0.246,in_store,1
34,53500.0,1,516,57.41,25,0.083,online,0
38,45400.0,2,303,50.96,0,0.114,in_store,1
55,41700.0,2,240,25.33,0,0.231,in_store,1
42,80600.0,1,396,40.1,25,0.031,in_store,0
60,29900.0,4,101,24.96,0,0.287,online,1
28,73700.0,1,163,46.94,25,0.22,online,1
53,77200.0,3,442,54.83,0,0.228,in_store,1
23,39200.0,3,148,30.52,0,0.179,in_store,1
38,66300.0,3,469,36.47,20,0.051,online,1
46,45400.0,3,226,34.55,0,0.221,online,1
43,46100.0,1,158,32.82,0,0.0,in_store,1
75,71100.0,5,569,53.35,0,0.295,online,1
51,80800.0,0,163,53.39,0,0.095,in_store,0
38,30000.0,1,103,25.62,30,0.039,in_store,0
43,69200.0,4,338,45.67,0,0.132,in_store,0
46,51100.0,3,87,35.37,0,0.08,online,0
43,58000.0,1,785,48.23,0,0.066,in_store,0
47,34700.0,2,381,36.42,10,0.09,in_store,0
50,83000.0,5,823,50.06,30,0.103,in_store,0
41,54800.0,2,632,50.89,30,0.075,online,0
36,54400.0,3,727,25.05,0,0.124,in_store,1
44,46400.0,2,283,34.4,0,0.014,online,0
39,53000.0,3,485,49.47,20,0.049,online,0
18,68600.0,1,358,44.5,0,0.044,in_store,0
28,61200.0,2,220,38.27,25,0.109,online,1
60,52100.0,7,180,44.84,0,0.246,online,1
48,58300.0,1,1,32.87,25,0.058,online,1
43,43300.0,5,528,28.66,10,0.19,in_store,0
42,36300.0,2,84,47.16,15,0.165,online,1
29,54400.0,1,319,38.17,0,0.0,online,0
33,41000.0,2,484,34.79,20,0.175,online,1
46,56600.0,5,8,40.53,0,0.095,online,0
57,53800.0,5,46,55.33,10,0.204,in_store,0
53,44700.0,4,338,32.32,0,0.045,online,1
28,32600.0,2,162,29.18,30,0.112,in_store,0
32,52400.0,3,693,39.78,25,0.035,in_store,1
45,45400.0,2,632,41.18,5,0.032,in_store,0
39,75000.0,5,258,54.01,20,0.081,in_store,0
30,27900.0,1,312,37.43,0,0.0,in_store,1
48,30800.0,1,431,30.07,0,0.103,online,1
39,41500.0,6,560,37.47,0,0.249,online,1
43,18500.0,2,674,34.28,0,0.095,in_store,0
37,44400.0,2,1,32.29,0,0.174,in_store,0
58,62000.0,6,618,37.6,20,0.231,in_store,0
52,55300.0,6,372,33.43,0,0.075,online,0
44,64400.0,0,1,44.57,25,0.0,online,1
56,23200.0,2,625,20.5,0,0.08,in_store,0
52,44500.0,2,747,34.37,0,0.0,in_store,1
30,27200.0,0,1,37.9,15,0.087,in_store,0
63,38100.0,3,608,29.09,0,0.205,in_store,1
36,50700.0,3,298,47.62,0,0.04,online,0
43,53400.0,1,628,39.61,0,0.188,in_store,0
32,44400.0,1,325,26.38,0,0.167,online,1
23,23600.0,1,1,24.28,0,0.0,in_store,0
35,44700.0,1,79,45.64,0,0.163,in_store,1
45,60200.0,3,228,36.7,15,0.143,online,1
43,51000.0,0,265,48.15,0,0.0,in_store,1
37,49600.0,1,118,32.82,0,0.061,online,1
54,35500.0,1,80,35.85,0,0.101,online,0
18,15000.0,1,528,25.16,0,0.042,in_store,0
49,35700.0,1,628,28.02,25,0.073,in_store,0
28,65100.0,5,1,49.24,0,0.211,in_store,0
37,51800.0,1,1,36.93,20,0.007,in_store,0
70,76500.0,4,601,43.25,25,0.2,online,1
22,22200.0,2,391,35.27,0,0.045,in_store,0
32,29600.0,2,648,29.91,15,0.021,online,1
63,87900.0,4,449,51.02,20,0.087,in_store,1
41,36000.0,3,383,36.52,0,0.236,online,1
41,45400.0,3,287,47.81,10,0.0,in_store,1
61,53900.0,5,646,38.33,25,0.165,in_store,0
46,54900.0,2,434,40.8,25,0.14,online,1
42,62200.0,1,1,42.35,0,0.022,online,0
36,15300.0,0,286,28.97,20,0.095,online,1
62,76600.0,2,56,62.55,5,0.0,online,0
68,88600.0,1,345,63.91,0,0.0,in_store,0
38,36500.0,1,450,28.72,10,0.072,online,1
56,45000.0,4,510,39.4,25,0.071,online,0
28,37400.0,2,277,32.63,0,0.0,in_store,0
67,50200.0,3,291,54.13,10,0.088,online,1
40,39100.0,4,1,24.15,30,0.143,online,0
49,55300.0,3,1,39.14,25,0.055,online,0
60,55400.0,4,414,38.41,25,0.034,in_store,0
29,40200.0,2,95,39.55,0,0.08,online,0
33,37700.0,2,413,32.88,0,0.093,in_store,1
30,47500.0,5,703,43.48,25,0.234,in_store,0
58,46200.0,6,658,30.95,0,0.184,online,1
53,50700.0,4,92,47.5,0,0.234,online,1
39,29100.0,3,316,41.56,10,0.124,online,1
38,34500.0,0,337,26.99,10,0.098,online,0
47,58400.0,3,717,40.32,10,0.137,in_store,1
47,39300.0,1,69,37.2,0,0.012,in_store,0
38,59700.0,4,251,33.63,0,0.162,online,1
32,47000.0,0,1,30.32,10,0.103,online,0
69,58000.0,1,1,35.96,0,0.023,online,1
39,27600.0,1,516,37.86,25,0.0,online,0
42,36900.0,2,222,40.06,0,0.232,in_store,0
47,39900.0,2,254,31.4,25,0.143,online,1
45,49200.0,2,533,33.91,15,0.17,in_store,1
37,32800.0,0,6,18.78,15,0.124,online,0
30,40100.0,1,1,41.69,0,0.149,in_store,1
37,58000.0,3,560,48.9,0,0.176,in_store,1
40,35500.0,2,601,30.47,0,0.0,in_store,0
55,52700.0,0,62,33.55,25,0.048,online,0
18,45300.0,2,130,25.57,0,0.019,online,0
45,33400.0,1,390,28.01,5,0.037,online,0
26,29400.0,0,496,30.62,0,0.091,in_store,0
38,53400.0,3,677,31.27,15,0.276,online,0
27,41500.0,3,377,37.55,10,0.258,online,1
43,45400.0,3,325,32.97,0,0.0,online,1
49,36300.0,1,161,35.15,0,0.0,in_store,0
26,35600.0,1,444,37.84,15,0.148,in_store,0
28,53200.0,5,584,35.13,10,0.156,online,1
45,39500.0,2,426,38.58,0,0.092,in_store,1
47,41900.0,3,348,39.59,20,0.287,online,1
74,48200.0,4,673,55.22,30,0.187,in_store,1
31,33500.0,3,332,26.72,30,0.183,in_store,0
43,74500.0,2,492,48.38,20,0.077,in_store,1
25,57800.0,4,360,37.92,15,0.191,in_store,1
42,37100.0,1,1,37.53,0,0.165,online,0
36,70900.0,5,386,47.84,10,0.394,online,1
30,38300.0,1,277,47.62,0,0.018,online,1
25,29000.0,1,268,22.98,10,0.043,in_store,0
42,73000.0,1,513,52.97,0,0.065,online,1
44,39500.0,3,1,43.57,20,0.0,in_store,1
45,67300.0,5,741,54.15,0,0.096,in_store,1
57,40000.0,4,40,44.04,0,0.122,in_store,1
42,40200.0,2,1,40.1,30,0.0,online,1
45,48900.0,1,931,37.53,25,0.087,online,0
44,56100.0,4,72,45.92,20,0.139,in_store,1
24,29800.0,1,394,30.97,5,0.046,online,1
58,63800.0,1,333,39.6,0,0.128,online,1
36,49900.0,1,1,28.7,0,0.135,online,1
32,48600.0,4,458,33.5,20,0.028,in_store,1
32,71900.0,4,149,45.17,15,0.025,in_store,1
43,57400.0,1,12,50.6,5,0.041,online,0
45,31200.0,0,402,32.76,0,0.056,online,0
46,56400.0,1,5,58.84,0,0.073,online,1
25,39500.0,1,1,38.35,0,0.114,online,1
59,48600.0,6,99,43.49,0,0.26,in_store,1
31,68400.0,4,636,36.8,15,0.19,in_store,0
32,46000.0,2,461,38.61,0,0.051,online,1
34,37800.0,1,600,39.86,0,0.095,online,1
54,58800.0,6,380,45.32,10,0.108,online,1
51,65300.0,3,570,47.77,25,0.178,in_store,1
55,62200.0,2,831,42.54,0,0.192,in_store,0
34,60000.0,5,836,42.25,0,0.197,in_store,0
36,42300.0,2,211,38.49,0,0.117,in_store,1
58,52700.0,3,326,36.25,0,0.0,in_store,1
41,53900.0,2,638,31.32,15,0.122,online,0
29,35800.0,2,85,34.8,5,0.147,online,1
47,45900.0,6,736,51.62,20,0.119,in_store,1
41,28600.0,3,522,40.24,0,0.253,in_store,0
54,78000.0,4,793,49.99,25,0.09,online,0
51,45300.0,3,1,44.08,0,0.319,online,0
61,71000.0,2,124,49.63,25,0.03,in_store,0
37,49800.0,1,1,34.9,0,0.0,online,1
37,38600.0,3,381,18.99,15,0.045,online,0
45,48600.0,1,314,24.91,5,0.065,in_store,0
31,33300.0,1,75,29.66,10,0.035,online,1
32,15000.0,1,61,54.99,0,0.114,in_store,1
18,15000.0,2,490,22.98,20,0.116,online,0
32,50700.0,2,528,49.63,25,0.078,online,0
20,33400.0,0,67,23.74,0,0.083,online,0
43,49200.0,2,463,54.93,0,0.034,online,1
37,39100.0,0,227,39.09,20,0.024,online,1
51,54500.0,7,503,42.81,0,0.027,online,0
45,70700.0,1,232,53.17,20,0.04,in_store,1
50,45600.0,3,766,33.45,0,0.133,in_store,1
45,31800.0,2,799,47.85,25,0.149,online,0
49,59300.0,2,403,52.44,15,0.0,in_store,0
36,33100.0,3,346,28.27,25,0.122,in_store,0
65,70300.0,4,549,47.0,30,0.299,in_store,0
37,42300.0,3,349,43.99,0,0.328,online,0
44,64800.0,3,252,39.69,0,0.001,online,0
43,48700.0,2,232,21.85,20,0.0,in_store,0
39,46300.0,6,1,32.51,0,0.238,in_store,1
61,53900.0,3,194,40.79,20,0.02,online,1
51,41500.0,0,151,34.65,0,0.119,in_store,1
33,59700.0,4,630,44.97,15,0.132,online,1
53,66600.0,2,122,44.11,0,0.025,in_store,0
52,42600.0,3,203,34.08,0,0.048,in_store,0
44,56900.0,1,421,38.13,25,0.087,in_store,1
47,50600.0,1,675,42.63,0,0.0,in_store,1
37,42800.0,3,272,40.23,5,0.053,in_store,1
48,48000.0,0,206,45.55,15,0.011,online,1
29,68500.0,5,326,45.04,10,0.237,online,0
31,28700.0,4,724,31.87,15,0.117,in_store,1
30,15000.0,1,1,25.73,0,0.016,online,0
55,29000.0,3,52,15.34,0,0.076,online,1
48,63600.0,4,274,50.77,15,0.091,in_store,1
39,40000.0,1,407,34.6,10,0.058,in_store,1
53,65100.0,1,519,56.09,25,0.182,in_store,1
49,76100.0,5,1,53.53,0,0.234,online,0
38,38000.0,3,227,31.59,0,0.04,online,0
42,44900.0,3,528,41.12,0,0.062,in_store,0
35,42000.0,6,1,38.83,10,0.082,online,1
33,32600.0,0,65,38.96,0,0.121,in_store,1
45,32200.0,2,1,30.22,10,0.181,online,1
25,47600.0,3,133,11.15,0,0.17,online,1
35,79900.0,4,211,31.28,10,0.051,in_store,0
29,56600.0,3,204,46.06,20,0.164,in_store,1
32,64600.0,4,408,41.01,5,0.145,in_store,0
38,40500.0,2,495,52.17,15,0.238,in_store,0
26,43500.0,5,737,52.78,0,0.03,online,0
42,22900.0,2,34,27.82,0,0.082,online,1
30,63500.0,3,220,52.84,15,0.191,online,1
42,35300.0,1,492,41.02,20,0.179,online,0
37,39300.0,3,448,30.4,20,0.0,in_store,1
36,37600.0,7,802,43.63,0,0.128,online,0
35,52500.0,1,76,38.03,15,0.0,in_store,0
37,47300.0,1,492,45.16,15,0.138,in_store,1
40,44000.0,4,76,35.35,30,0.0,online,0
39,43400.0,4,435,24.17,0,0.054,in_store,1
44,30400.0,1,771,47.59,30,0.048,in_store,1
60,72000.0,5,796,50.41,0,0.218,in_store,1
30,48400.0,1,77,50.33,0,0.055,online,1
55,68100.0,3,481,47.59,20,0.118,in_store,0
41,41100.0,2,430,24.7,20,0.044,online,0
47,59500.0,5,672,42.55,30,0.239,online,1
53,42600.0,3,252,34.1,0,0.08,in_store,0
43,19100.0,0,279,28.82,10,0.092,in_store,0
18,37600.0,0,290,33.05,0,0.014,in_store,0
41,29300.0,1,259,25.48,10,0.163,in_store,1
49,45500.0,4,628,32.21,0,0.132,in_store,0
43,32300.0,1,296,35.7,0,0.14,online,1
25,34200.0,0,164,43.69,0,0.031,online,0
23,25200.0,5,437,13.5,10,0.016,online,0
44,42700.0,2,485,29.27,0,0.254,in_store,0
38,37800.0,2,95,31.75,0,0.103,in_store,0
44,47500.0,1,682,45.29,0,0.042,in_store,0
57,44900.0,1,322,40.72,5,0.0,in_store,0
33,35500.0,1,274,22.38,0,0.098,in_store,0
56,81800.0,3,14,58.33,0,0.246,in_store,0
18,27900.0,2,493,44.77,25,0.08,online,0
54,35900.0,3,456,33.41,0,0.053,in_store,0
63,29200.0,1,453,26.68,0,0.054,online,0
25,65800.0,2,513,43.33,0,0.02,online,0
37,40400.0,4,515,44.1,0,0.057,in_store,0
30,28500.0,0,96,31.56,0,0.061,online,1
44,59600.0,1,321,49.49,0,0.012,in_store,1
31,23500.0,1,380,17.8,10,0.07,in_store,0
56,74500.0,4,502,45.36,0,0.0,online,0
44,33300.0,1,803,35.77,0,0.113,in_store,1
32,31400.0,1,574,25.91,20,0.095,online,0
44,75400.0,2,492,55.01,20,0.056,in_store,1
46,51400.0,3,636,51.49,0,0.075,online,1
36,54100.0,2,71,36.77,20,0.087,in_store,1
47,72800.0,1,434,58.7,30,0.023,in_store,0
24,30300.0,1,406,21.06,0,0.0,in_store,0
21,32200.0,0,1,53.63,0,0.185,online,0
47,43900.0,0,64,25.19,0,0.0,in_store,0
31,22800.0,1,307,26.06,0,0.138,online,1
43,37100.0,4,69,30.07,0,0.0,online,0
32,48400.0,2,247,39.75,0,0.043,in_store,0
43,29700.0,0,13,34.62,0,0.145,online,1
56,62700.0,3,726,33.6,5,0.169,in_store,1
18,16300.0,1,446,20.49,0,0.053,in_store,0
27,44300.0,1,257,20.16,5,0.033,in_store,1
24,34700.0,1,190,29.81,10,0.036,online,0
18,43500.0,2,123,24.08,15,0.216,in_store,1
43,62200.0,0,322,49.71,0,0.222,in_store,0
40,27900.0,2,204,17.16,0,0.0,in_store,0
19,24700.0,2,1,13.81,0,0.065,in_store,0
43,43500.0,1,508,33.98,0,0.009,online,1
34,34900.0,3,310,32.76,15,0.0,in_store,0
27,34400.0,2,272,34.66,30,0.003,online,1
29,31800.0,1,100,31.63,0,0.028,online,1
18,66400.0,0,1,34.46,15,0.156,online,0
28,30400.0,1,4,36.43,25,0.0,in_store,0
66,49500.0,0,157,41.09,0,0.113,in_store,0
39,37600.0,1,361,33.05,20,0.083,online,0
39,45500.0,3,131,42.22,0,0.095,online,1
50,20500.0,5,1,35.91,0,0.119,in_store,0
55,31400.0,0,264,19.08,0,0.0,in_store,0
52,71100.0,1,388,42.53,0,0.0,online,1
50,40000.0,2,32,38.55,0,0.226,in_store,0
57,57300.0,4,188,48.03,0,0.0,online,0
37,26400.0,2,1,24.55,0,0.136,in_store,0
28,20900.0,3,283,33.63,0,0.154,online,0
67,25300.0,4,1027,19.95,0,0.179,in_store,1
42,55000.0,4,748,50.83,0,0.151,online,1
47,40400.0,3,581,30.62,10,0.207,online,1
24,37800.0,1,129,43.89,10,0.154,online,1
50,62100.0,3,402,65.1,0,0.0,in_store,0
52,25600.0,2,337,34.94,0,0.139,online,1
19,37400.0,2,236,35.4,0,0.088,online,0
28,33200.0,3,202,34.3,0,0.082,in_store,0
55,55700.0,2,1,44.56,0,0.045,in_store,0
23,49900.0,1,3,36.72,10,0.195,in_store,1
52,36900.0,3,38,42.81,10,0.162,online,0
48,53200.0,3,1,56.72,20,0.274,in_store,1
49,58500.0,3,173,41.24,25,0.136,online,1
49,33200.0,4,665,31.59,15,0.242,online,0
50,50200.0,1,409,37.85,0,0.136,online,0
41,58000.0,1,668,49.18,0,0.128,online,1
60,55700.0,3,454,46.22,15,0.246,in_store,1
46,55400.0,2,398,35.51,0,0.028,in_store,1
46,37000.0,2,303,40.45,0,0.129,online,1
19,52600.0,1,258,39.71,0,0.0,online,1
38,25900.0,2,1,12.44,0,0.209,online,0
34,54400.0,1,325,42.24,15,0.0,online,0
52,45400.0,2,84,45.26,30,0.051,in_store,1
45,41000.0,3,61,40.29,0,0.084,in_store,1
66,81000.0,5,559,62.02,0,0.122,in_store,1
58,60900.0,5,780,48.88,0,0.015,online,0
34,15000.0,0,376,13.41,0,0.109,in_store,0
32,42800.0,0,346,33.13,10,0.153,in_store,0
36,51800.0,3,197,36.22,15,0.236,in_store,0
50,66900.0,2,212,40.1,25,0.31,in_store,1
43,52000.0,3,1,32.26,0,0.002,online,0
34,32400.0,0,86,39.94,0,0.065,in_store,1
43,61000.0,2,155,39.28,25,0.164,in_store,0
47,58900.0,5,256,46.49,0,0.079,online,1
48,52800.0,5,570,50.52,10,0.194,in_store,1
31,31500.0,1,51,22.02,10,0.025,in_store,1
38,50900.0,2,376,27.3,5,0.136,online,1
44,49300.0,0,302,35.19,0,0.005,online,0
18,21700.0,0,266,15.89,0,0.041,online,0
45,75200.0,4,246,56.5,0,0.09,online,1
47,34700.0,1,162,33.46,5,0.051,online,0
59,60700.0,3,98,31.85,0,0.049,in_store,0
31,50800.0,0,66,48.82,0,0.017,in_store,0
32,36800.0,4,101,24.65,0,0.001,in_store,0
57,75100.0,0,118,44.09,30,0.15,online,0
45,30500.0,0,265,32.12,0,0.0,in_store,0
37,48000.0,1,451,44.09,10,0.056,in_store,1
53,99400.0,5,325,62.98,15,0.081,in_store,1
30,15000.0,1,170,27.03,0,0.0,in_store,0
26,48600.0,3,424,39.5,5,0.028,in_store,0
35,33700.0,2,490,27.37,0,0.151,in_store,1
38,21100.0,0,713,26.7,0,0.0,online,1
19,15000.0,0,332,26.53,0,0.109,online,0
26,59200.0,3,317,45.21,5,0.097,in_store,0
37,51300.0,1,271,42.3,0,0.049,in_store,1
26,35800.0,2,46,40.89,0,0.203,in_store,1
50,44700.0,1,338,36.74,20,0.263,online,1
45,62900.0,4,770,43.61,0,0.232,in_store,1
45,52400.0,2,429,36.1,15,0.033,online,0
40,36900.0,1,280,40.73,0,0.106,in_store,0
46,41900.0,3,6,26.62,0,0.186,online,0
51,70100.0,0,260,40.8,15,0.001,in_store,0
41,15000.0,1,254,35.29,0,0.181,in_store,0
48,73300.0,6,634,44.87,15,0.124,online,1
56,45400.0,5,421,43.37,10,0.184,online,0
48,70100.0,2,209,36.56,15,0.128,online,1
43,52400.0,5,316,43.52,0,0.169,in_store,0
39,34300.0,3,380,22.73,10,0.219,online,1
24,47900.0,5,535,41.64,0,0.181,online,1
49,65600.0,4,499,40.74,5,0.026,in_store,0
25,27600.0,1,588,42.29,15,0.223,online,0
48,47300.0,0,247,32.39,25,0.02,in_store,0
40,44600.0,4,1,39.76,0,0.063,online,0
27,15400.0,1,579,15.19,5,0.1,in_store,1
64,63300.0,5,131,34.83,15,0.133,in_store,1
40,42600.0,3,550,42.97,0,0.082,in_store,1
33,31900.0,2,681,32.96,0,0.0,in_store,1
23,50300.0,1,1,36.67,0,0.128,online,1
40,75000.0,4,263,53.4,20,0.106,online,1
45,56200.0,3,280,34.18,0,0.21,online,1
48,57100.0,0,1,31.41,0,0.047,in_store,0
28,22100.0,0,445,17.03,0,0.0,in_store,0
52,45400.0,0,349,47.61,0,0.114,online,1
37,25100.0,2,429,26.2,10,0.221,in_store,1
19,18000.0,0,321,19.22,15,0.19,online,0
44,22900.0,0,707,23.6,20,0.117,in_store,0
43,47200.0,2,447,28.88,10,0.066,in_store,0
55,34600.0,2,532,26.22,15,0.121,online,1
36,67200.0,2,432,41.73,20,0.105,online,1
62,90000.0,5,844,58.58,0,0.222,online,1
34,48800.0,2,624,31.8,0,0.24,in_store,1
52,73500.0,2,1,57.64,5,0.132,online,1
62,75200.0,5,380,43.9,0,0.065,online,1
48,41100.0,4,760,32.49,20,0.126,online,0
37,49000.0,7,812,35.37,15,0.281,online,0
33,38500.0,1,1,38.59,25,0.201,in_store,0
33,40700.0,0,1,46.1,0,0.097,online,0
61,66800.0,5,46,36.48,15,0.231,in_store,1
33,48500.0,2,361,40.98,0,0.129,in_store,1
46,49400.0,2,282,48.59,20,0.059,in_store,0
26,47000.0,2,291,49.64,0,0.214,in_store,0
36,46000.0,2,387,45.53,5,0.101,online,0
35,48800.0,3,1,34.01,0,0.036,online,0
37,39200.0,2,459,36.73,0,0.11,online,0
36,20900.0,0,1,37.0,20,0.024,in_store,0
31,72100.0,3,422,45.89,0,0.153,in_store,0
47,63300.0,2,200,45.45,0,0.08,in_store,1
44,45300.0,7,349,29.23,25,0.222,in_store,1
33,38300.0,2,151,41.29,0,0.156,in_store,1
39,44200.0,0,55,45.55,25,0.0,online,1
25,35600.0,2,647,32.78,0,0.124,online,0
26,39400.0,2,246,23.24,5,0.033,in_store,0
50,37100.0,3,198,30.74,30,0.134,in_store,1
55,50200.0,3,452,31.78,5,0.213,online,0
29,38700.0,0,1,30.5,30,0.014,online,1
49,45100.0,1,440,37.53,25,0.0,online,0
60,46000.0,0,129,28.58,0,0.069,in_store,1
21,25500.0,1,476,33.48,0,0.138,in_store,1
26,18400.0,1,21,14.93,5,0.043,online,1
43,33300.0,3,361,33.8,0,0.101,online,1
39,35400.0,2,183,35.2,20,0.212,in_store,1
62,67300.0,4,490,35.1,0,0.091,in_store,1
18,25500.0,0,93,26.89,0,0.057,in_store,1
48,58900.0,4,703,36.63,5,0.131,online,1
35,21400.0,2,933,18.01,0,0.033,online,1
36,15000.0,3,531,19.15,30,0.158,online,0
41,46300.0,7,1,39.21,0,0.358,in_store,1
18,27400.0,1,266,19.37,20,0.0,online,0
49,58500.0,3,207,35.42,0,0.113,in_store,1
41,49700.0,4,318,35.63,0,0.153,in_store,0
32,51700.0,2,420,33.81,10,0.153,in_store,1
56,59700.0,0,299,42.9,0,0.193,in_store,1
31,36400.0,2,327,26.06,0,0.033,online,1
43,30900.0,4,635,34.3,0,0.143,online,0
38,74600.0,0,646,45.49,15,0.0,online,1
27,16300.0,0,256,30.07,0,0.136,online,0
34,34600.0,0,285,31.2,0,0.0,in_store,1
68,58000.0,0,273,57.35,25,0.007,in_store,1
62,62000.0,3,185,43.57,10,0.172,in_store,0
38,59700.0,3,347,38.27,0,0.134,in_store,0
28,27300.0,1,366,24.75,0,0.15,online,0
53,15000.0,4,200,31.4,15,0.089,online,0
44,46800.0,2,227,49.68,0,0.0,in_store,0
44,36700.0,2,233,37.86,0,0.131,in_store,1
18,40800.0,0,520,28.56,20,0.092,online,1
28,21600.0,2,473,33.54,0,0.262,in_store,1
44,42000.0,3,370,38.73,0,0.171,in_store,0
58,49600.0,0,213,28.98,5,0.119,online,0
33,44300.0,3,586,36.31,0,0.071,in_store,1
35,32100.0,5,912,22.33,20,0.213,online,0
23,30100.0,1,32,38.18,0,0.073,in_store,1
32,33200.0,0,237,28.22,5,0.0,online,0
43,15000.0,2,160,24.69,0,0.056,in_store,1
47,48700.0,3,237,45.89,0,0.015,in_store,0
18,15600.0,0,275,28.8,20,0.062,online,0
50,72000.0,3,599,51.08,15,0.092,in_store,1
45,46700.0,3,342,42.21,10,0.108,online,1
31,35400.0,4,201,38.4,0,0.189,in_store,0
47,48400.0,1,9,31.7,15,0.057,online,0
43,48900.0,3,212,42.16,25,0.06,in_store,1
25,44200.0,2,1,27.41,25,0.048,in_store,1
28,39100.0,1,1,25.8,10,0.123,in_store,1
20,30000.0,1,1,24.3,0,0.027,in_store,1
31,58600.0,2,1,45.95,0,0.102,in_store,1
30,37400.0,4,211,19.68,20,0.249,in_store,1
33,20300.0,4,358,19.13,15,0.193,in_store,1
35,58500.0,3,1,46.8,30,0.272,in_store,0
43,52600.0,7,531,37.33,10,0.152,in_store,1
37,20600.0,1,455,38.98,20,0.021,in_store,0
28,44400.0,3,540,32.98,15,0.116,online,1
53,28200.0,3,233,29.62,25,0.221,online,1
29,26100.0,1,453,41.48,10,0.0,in_store,1
60,72800.0,2,646,42.01,0,0.0,online,1
57,75800.0,6,854,54.05,30,0.161,in_store,1
24,38000.0,1,17,27.72,15,0.196,online,0
41,36300.0,1,375,22.36,0,0.092,online,1
32,24300.0,0,188,45.6,25,0.009,online,1
25,37000.0,2,298,14.88,20,0.156,online,1
22,25600.0,0,168,27.96,0,0.0,in_store,1
25,34600.0,0,1,46.82,0,0.0,in_store,1
42,24200.0,1,72,25.96,0,0.075,online,1
55,88000.0,3,427,62.1,0,0.123,online,1
41,52700.0,2,457,54.18,0,0.265,in_store,1
47,47000.0,2,107,30.53,0,0.001,in_store,1
38,26500.0,2,102,36.21,20,0.056,online,0
23,49800.0,1,308,39.43,0,0.104,online,0
33,52000.0,3,494,43.9,20,0.168,online,1
49,65900.0,1,95,51.17,20,0.0,online,0
32,100200.0,3,84,64.74,15,0.05,in_store,0
45,32500.0,1,1,35.0,20,0.018,in_store,0
26,41800.0,2,74,29.68,0,0.116,online,1
42,31500.0,1,644,26.62,0,0.04,in_store,0
28,36700.0,1,346,38.6,20,0.107,in_store,0
45,19100.0,3,1,24.92,0,0.108,in_store,0
47,30600.0,2,567,22.23,5,0.042,in_store,1
49,49700.0,5,243,49.32,20,0.094,in_store,0
38,44500.0,0,242,31.43,0,0.039,online,0
39,35400.0,2,496,28.72,20,0.058,online,0
33,43100.0,1,401,34.19,20,0.165,online,1
29,26200.0,3,367,49.36,25,0.176,in_store,1
31,23800.0,2,204,36.73,0,0.264,in_store,0
25,26300.0,1,1,32.46,15,0.092,in_store,1
50,27700.0,1,1,27.14,20,0.109,online,1
20,56000.0,2,160,51.87,0,0.0,in_store,1
41,56800.0,0,360,38.91,20,0.065,in_store,1
47,25800.0,3,264,39.27,0,0.232,online,1
40,43600.0,2,795,43.86,0,0.181,in_store,0
18,45900.0,0,132,45.7,0,0.058,online,0
59,54900.0,5,966,28.12,0,0.185,online,0
52,51300.0,2,613,46.83,20,0.0,online,1
37,59400.0,3,558,50.09,20,0.088,online,1
29,15000.0,1,910,30.53,20,0.136,online,1
30,32000.0,2,476,22.29,0,0.194,online,1
64,53500.0,7,702,52.98,20,0.156,online,1
44,54200.0,0,675,38.04,20,0.0,in_store,1
31,48500.0,1,1,29.31,25,0.0,in_store,1
48,60100.0,3,3,58.94,25,0.249,in_store,1
21,22100.0,1,154,19.2,0,0.016,online,1
51,30800.0,1,226,28.41,15,0.178,online,0
63,49200.0,6,291,44.78,10,0.151,online,1
32,80300.0,2,102,43.61,0,0.03,in_store,1
48,59500.0,3,230,28.44,25,0.0,online,1
39,58500.0,5,941,46.11,0,0.06,in_store,1
28,60800.0,2,559,33.68,20,0.092,in_store,0
38,31400.0,1,356,39.58,30,0.058,online,1
19,15000.0,4,593,25.93,20,0.296,online,0
26,59100.0,2,367,47.13,0,0.093,in_store,1
46,56100.0,6,920,35.02,20,0.118,in_store,1
52,54900.0,3,280,40.3,25,0.186,online,1
37,40400.0,3,309,49.82,25,0.139,online,1
38,44400.0,5,592,30.37,0,0.087,in_store,1
39,40900.0,1,1,39.11,20,0.031,in_store,0
44,42900.0,3,1,36.9,0,0.0,online,1
41,84600.0,3,1,48.82,10,0.095,in_store,1
52,54900.0,4,734,33.44,0,0.0,online,0
51,59300.0,1,363,42.08,20,0.128,in_store,1
47,76000.0,8,487,56.17,5,0.286,in_store,1
35,35300.0,4,88,38.25,0,0.065,in_store,1
58,58000.0,2,69,44.15,0,0.33,online,0
48,59800.0,5,356,33.71,20,0.063,in_store,0
39,38400.0,4,224,33.63,25,0.154,in_store,0
50,48500.0,1,260,49.8,0,0.0,in_store,0
38,24500.0,2,93,39.8,0,0.012,in_store,0
40,57900.0,1,1,40.65,20,0.0,in_store,0
26,15000.0,2,1,20.74,0,0.0,in_store,0
30,39500.0,1,80,33.93,25,0.172,in_store,1
