customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,channel,avg_basket_size,discount,purchase
2115,46,27200.0,2,0.11,216,online,43.56,25,0
4833,27,29600.0,1,0.036,584,online,39.63,5,0
4054,34,48200.0,3,0.176,347,in_store,17.79,0,1
1590,35,45400.0,2,0.15,1,in_store,36.24,0,1
32,35,54200.0,2,0.066,393,online,25.35,0,1
938,39,56200.0,2,0.157,398,in_store,63.88,20,1
2548,64,58800.0,2,0.2,1,in_store,39.29,0,0
1996,45,65100.0,3,0.059,617,online,48.83,20,1
3134,33,26100.0,5,0.166,425,in_store,31.99,0,0
310,61,70800.0,4,0.155,536,online,59.46,0,0
3976,44,72900.0,2,0.126,175,in_store,61.36,20,1
1472,54,58900.0,3,0.031,1,online,53.26,0,1
3129,31,52000.0,3,0.165,334,in_store,52.3,10,1
2224,30,35700.0,1,0.037,1,online,41.08,0,1
496,51,58400.0,1,0.0,580,online,41.09,10,1
206,39,41200.0,4,0.1,546,in_store,44.23,0,1
2689,55,59700.0,3,0.014,671,in_store,35.14,0,1
3373,22,34700.0,2,0.104,37,in_store,26.93,30,1
3849,50,58300.0,6,0.017,708,in_store,52.52,20,1
306,27,63400.0,2,0.064,601,online,47.27,0,1
3812,36,70900.0,2,0.015,402,online,38.49,20,1
1809,40,57100.0,3,0.191,99,in_store,49.71,0,0
1062,57,44200.0,2,0.134,161,online,30.29,30,0
844,39,51900.0,2,0.078,881,in_store,33.87,10,1
2729,62,70500.0,5,0.017,531,online,55.73,0,0
2267,47,42200.0,3,0.15,184,in_store,19.61,0,0
212,24,45300.0,0,0.004,400,in_store,40.72,0,0
3734,36,40400.0,4,0.076,508,online,43.06,10,0
680,38,56700.0,2,0.107,767,in_store,45.3,0,1
566,49,59300.0,1,0.111,492,in_store,47.65,0,0
3131,48,38800.0,1,0.127,831,in_store,33.78,0,0
3712,48,42400.0,3,0.206,99,online,26.77,0,1
681,50,44400.0,4,0.207,439,in_store,35.51,20,1
181,56,46600.0,3,0.075,375,in_store,37.09,20,0
4870,41,28100.0,0,0.146,144,online,29.85,0,0
1236,30,34800.0,0,0.0,149,in_store,41.22,15,0
2332,21,69500.0,7,0.079,185,online,50.24,0,0
4284,34,15000.0,0,0.143,1,online,27.15,0,1
279,54,48600.0,2,0.129,113,in_store,43.32,0,0
1129,37,62600.0,4,0.14,720,online,43.0,20,0
3713,38,61700.0,2,0.2,1,online,56.9,0,0
433,38,27700.0,1,0.121,312,in_store,30.38,30,0
290,39,71300.0,3,0.184,135,in_store,49.95,0,0
1028,40,35700.0,3,0.147,273,online,27.46,30,1
536,48,33700.0,4,0.045,134,in_store,28.56,0,1
4354,22,35000.0,0,0.031,314,in_store,29.0,0,1
189,24,35900.0,1,0.0,478,in_store,31.49,0,1
2277,25,67300.0,1,0.069,159,in_store,45.47,0,0
3934,53,49600.0,3,0.235,1,in_store,33.55,25,1
3590,33,15000.0,4,0.039,215,in_store,21.67,0,1
271,31,52200.0,3,0.127,744,online,46.21,10,0
3456,30,43300.0,2,0.094,290,in_store,45.24,10,1
4094,26,15000.0,2,0.081,1,in_store,5.0,15,0
2173,36,37500.0,1,0.0,1,in_store,30.28,0,1
4234,57,24100.0,1,0.106,243,in_store,48.22,0,1
112,43,44000.0,2,0.173,777,online,36.81,0,1
2484,40,15000.0,0,0.0,336,in_store,23.66,30,0
221,37,57200.0,4,0.129,114,in_store,41.51,10,0
628,56,15000.0,0,0.087,239,in_store,43.15,20,0
1201,24,56600.0,1,0.105,289,online,38.11,15,0
3372,22,25700.0,2,0.043,251,in_store,45.55,0,0
2438,43,49200.0,0,0.0,400,in_store,50.39,0,1
791,31,56000.0,2,0.169,621,online,30.1,0,1
2329,42,31200.0,2,0.246,372,in_store,21.76,0,0
462,30,36000.0,2,0.022,1,online,38.34,0,0
4413,49,42900.0,2,0.0,538,in_store,34.92,0,1
552,47,47900.0,1,0.219,594,online,47.69,0,1
4104,62,63200.0,4,0.087,1,in_store,46.77,15,1
1175,39,70400.0,3,0.098,427,in_store,35.24,10,1
199,40,36400.0,2,0.141,384,in_store,30.83,0,1
4033,47,71700.0,5,0.126,274,online,33.58,0,1
3363,43,60600.0,0,0.065,130,in_store,47.04,5,0
403,50,32500.0,2,0.088,344,online,22.66,0,1
4579,34,35700.0,1,0.138,208,in_store,44.83,0,0
4183,23,49200.0,0,0.119,353,in_store,26.78,30,1
4774,48,58800.0,2,0.055,358,online,40.62,25,0
4988,43,52000.0,8,0.23,304,online,25.02,10,1
4813,40,20000.0,1,0.186,389,online,35.24,10,0
4473,61,62600.0,3,0.08,206,in_store,35.58,5,0
651,62,66700.0,3,0.057,209,in_store,49.13,0,0
709,37,45800.0,1,0.07,275,online,23.37,0,0
1502,33,62200.0,1,0.09,831,in_store,36.99,15,0
4425,28,19500.0,1,0.046,300,in_store,23.23,0,1
3991,43,58600.0,1,0.099,582,online,26.41,25,1
2233,25,18100.0,0,0.0,315,in_store,35.43,0,1
2342,38,54000.0,1,0.05,227,in_store,45.05,0,0
315,50,52000.0,3,0.077,369,in_store,44.33,0,0
1221,39,67000.0,6,0.195,125,online,54.13,25,1
4485,41,39800.0,3,0.047,94,online,30.54,0,0
114,23,45400.0,3,0.074,503,online,42.35,25,1
961,59,52600.0,4,0.175,130,online,42.54,0,0
2926,51,29100.0,6,0.182,427,online,26.1,15,0
3275,18,47000.0,0,0.132,211,online,24.72,0,1
1648,54,56600.0,2,0.213,634,in_store,43.9,0,0
3338,46,48200.0,2,0.195,271,in_store,31.42,5,1
2624,43,52400.0,2,0.043,260,online,60.97,0,0
3210,33,59500.0,4,0.098,273,online,45.96,0,1
1771,35,49700.0,1,0.094,133,online,46.01,20,0
3430,50,70400.0,1,0.165,1,in_store,63.5,15,1
4539,27,71600.0,0,0.0,135,online,55.4,0,0
1838,37,35500.0,1,0.0,379,in_store,30.46,5,1
1946,18,48000.0,2,0.066,175,online,51.6,10,1
2499,33,32800.0,0,0.011,152,in_store,41.16,30,0
4052,39,39800.0,2,0.013,425,in_store,24.35,25,1
3309,28,29400.0,0,0.022,84,online,32.25,15,1
4201,30,42300.0,1,0.057,184,online,30.47,0,0
4393,27,15000.0,0,0.0,171,online,37.03,0,0
2595,21,31400.0,1,0.0,77,online,33.04,0,0
2116,37,41600.0,4,0.001,663,in_store,45.73,0,0
1345,28,22200.0,0,0.101,189,online,30.48,0,0
2877,24,28000.0,1,0.01,245,online,34.15,0,0
3341,36,59500.0,3,0.041,516,in_store,48.98,15,1
4864,46,57300.0,1,0.17,301,online,28.22,30,0
3938,46,69900.0,4,0.246,242,in_store,50.15,30,1
1651,34,53500.0,1,0.083,516,online,57.41,25,0
790,38,45400.0,2,0.114,303,in_store,50.96,0,1
2281,55,41700.0,2,0.231,240,in_store,25.33,0,1
4655,42,80600.0,1,0.031,396,in_store,40.1,25,0
4572,60,29900.0,4,0.287,101,online,24.96,0,1
872,28,73700.0,1,0.22,163,online,46.94,25,1
1721,53,77200.0,3,0.228,442,in_store,54.83,0,1
1591,23,39200.0,3,0.179,148,in_store,30.52,0,1
2728,38,66300.0,3,0.051,469,online,36.47,20,1
74,46,45400.0,3,0.221,226,online,34.55,0,1
1778,43,46100.0,1,0.0,158,in_store,32.82,0,1
1617,75,71100.0,5,0.295,569,online,53.35,0,1
1362,51,80800.0,0,0.095,163,in_store,53.39,0,0
3025,38,30000.0,1,0.039,103,in_store,25.62,30,0
1967,43,69200.0,4,0.132,338,in_store,45.67,0,0
4586,46,51100.0,3,0.08,87,online,35.37,0,0
3828,43,58000.0,1,0.066,785,in_store,48.23,0,0
2260,47,34700.0,2,0.09,381,in_store,36.42,10,0
2900,50,83000.0,5,0.103,823,in_store,50.06,30,0
2223,41,54800.0,2,0.075,632,online,50.89,30,0
495,36,54400.0,3,0.124,727,in_store,25.05,0,1
3146,44,46400.0,2,0.014,283,online,34.4,0,0
3530,39,53000.0,3,0.049,485,online,49.47,20,0
1282,18,68600.0,1,0.044,358,in_store,44.5,0,0
1165,28,61200.0,2,0.109,220,online,38.27,25,1
1243,60,52100.0,7,0.246,180,online,44.84,0,1
1756,48,58300.0,1,0.058,1,online,32.87,25,1
1993,43,43300.0,5,0.19,528,in_store,28.66,10,0
2195,42,36300.0,2,0.165,84,online,47.16,15,1
1727,29,54400.0,1,0.0,319,online,38.17,0,0
619,33,41000.0,2,0.175,484,online,34.79,20,1
4934,46,56600.0,5,0.095,8,online,40.53,0,0
1882,57,53800.0,5,0.204,46,in_store,55.33,10,0
1630,53,44700.0,4,0.045,338,online,32.32,0,1
4767,28,32600.0,2,0.112,162,in_store,29.18,30,0
2089,32,52400.0,3,0.035,693,in_store,39.78,25,1
3426,45,45400.0,2,0.032,632,in_store,41.18,5,0
870,39,75000.0,5,0.081,258,in_store,54.01,20,0
4709,30,27900.0,1,0.0,312,in_store,37.43,0,1
1043,48,30800.0,1,0.103,431,online,30.07,0,1
3385,39,41500.0,6,0.249,560,online,37.47,0,1
357,43,18500.0,2,0.095,674,in_store,34.28,0,0
1163,37,44400.0,2,0.174,1,in_store,32.29,0,0
2781,58,62000.0,6,0.231,618,in_store,37.6,20,0
2255,52,55300.0,6,0.075,372,online,33.43,0,0
3166,44,64400.0,0,0.0,1,online,44.57,25,1
3947,56,23200.0,2,0.08,625,in_store,20.5,0,0
1790,52,44500.0,2,0.0,747,in_store,34.37,0,1
3807,30,27200.0,0,0.087,1,in_store,37.9,15,0
3658,63,38100.0,3,0.205,608,in_store,29.09,0,1
1273,36,50700.0,3,0.04,298,online,47.62,0,0
3151,43,53400.0,1,0.188,628,in_store,39.61,0,0
333,32,44400.0,1,0.167,325,online,26.38,0,1
1555,23,23600.0,1,0.0,1,in_store,24.28,0,0
2752,35,44700.0,1,0.163,79,in_store,45.64,0,1
2555,45,60200.0,3,0.143,228,online,36.7,15,1
3686,43,51000.0,0,0.0,265,in_store,48.15,0,1
1655,37,49600.0,1,0.061,118,online,32.82,0,1
1117,54,35500.0,1,0.101,80,online,35.85,0,0
4077,18,15000.0,1,0.042,528,in_store,25.16,0,0
3571,49,35700.0,1,0.073,628,in_store,28.02,25,0
4630,28,65100.0,5,0.211,1,in_store,49.24,0,0
3904,37,51800.0,1,0.007,1,in_store,36.93,20,0
4456,70,76500.0,4,0.2,601,online,43.25,25,1
446,22,22200.0,2,0.045,391,in_store,35.27,0,0
2616,32,29600.0,2,0.021,648,online,29.91,15,1
453,63,87900.0,4,0.087,449,in_store,51.02,20,1
4811,41,36000.0,3,0.236,383,online,36.52,0,1
4445,41,45400.0,3,0.0,287,in_store,47.81,10,1
4555,61,53900.0,5,0.165,646,in_store,38.33,25,0
15,46,54900.0,2,0.14,434,online,40.8,25,1
3108,42,62200.0,1,0.022,1,online,42.35,0,0
946,36,15300.0,0,0.095,286,online,28.97,20,1
248,62,76600.0,2,0.0,56,online,62.55,5,0
4184,68,88600.0,1,0.0,345,in_store,63.91,0,0
361,38,36500.0,1,0.072,450,online,28.72,10,1
4667,56,45000.0,4,0.071,510,online,39.4,25,0
3379,28,37400.0,2,0.0,277,in_store,32.63,0,0
2319,67,50200.0,3,0.088,291,online,54.13,10,1
1492,40,39100.0,4,0.143,1,online,24.15,30,0
4776,49,55300.0,3,0.055,1,online,39.14,25,0
1774,60,55400.0,4,0.034,414,in_store,38.41,25,0
4633,29,40200.0,2,0.08,95,online,39.55,0,0
4372,33,37700.0,2,0.093,413,in_store,32.88,0,1
4895,30,47500.0,5,0.234,703,in_store,43.48,25,0
2868,58,46200.0,6,0.184,658,online,30.95,0,1
491,53,50700.0,4,0.234,92,online,47.5,0,1
863,39,29100.0,3,0.124,316,online,41.56,10,1
1766,38,34500.0,0,0.098,337,online,26.99,10,0
2228,47,58400.0,3,0.137,717,in_store,40.32,10,1
1903,47,39300.0,1,0.012,69,in_store,37.2,0,0
2463,38,59700.0,4,0.162,251,online,33.63,0,1
4113,32,47000.0,0,0.103,1,online,30.32,10,0
507,69,58000.0,1,0.023,1,online,35.96,0,1
2693,39,27600.0,1,0.0,516,online,37.86,25,0
2016,42,36900.0,2,0.232,222,in_store,40.06,0,0
4388,47,39900.0,2,0.143,254,online,31.4,25,1
1223,45,49200.0,2,0.17,533,in_store,33.91,15,1
1114,37,32800.0,0,0.124,6,online,18.78,15,0
1933,30,40100.0,1,0.149,1,in_store,41.69,0,1
3439,37,58000.0,3,0.176,560,in_store,48.9,0,1
1375,40,35500.0,2,0.0,601,in_store,30.47,0,0
4782,55,52700.0,0,0.048,62,online,33.55,25,0
434,18,45300.0,2,0.019,130,online,25.57,0,0
3876,45,33400.0,1,0.037,390,online,28.01,5,0
3170,26,29400.0,0,0.091,496,in_store,30.62,0,0
2851,38,53400.0,3,0.276,677,online,31.27,15,0
2108,27,41500.0,3,0.258,377,online,37.55,10,1
2649,43,45400.0,3,0.0,325,online,32.97,0,1
4125,49,36300.0,1,0.0,161,in_store,35.15,0,0
4636,26,35600.0,1,0.148,444,in_store,37.84,15,0
2437,28,53200.0,5,0.156,584,online,35.13,10,1
4995,45,39500.0,2,0.092,426,in_store,38.58,0,1
1103,47,41900.0,3,0.287,348,online,39.59,20,1
1770,74,48200.0,4,0.187,673,in_store,55.22,30,1
1892,31,33500.0,3,0.183,332,in_store,26.72,30,0
2155,43,74500.0,2,0.077,492,in_store,48.38,20,1
3861,25,57800.0,4,0.191,360,in_store,37.92,15,1
157,42,37100.0,1,0.165,1,online,37.53,0,0
4921,36,70900.0,5,0.394,386,online,47.84,10,1
2891,30,38300.0,1,0.018,277,online,47.62,0,1
616,25,29000.0,1,0.043,268,in_store,22.98,10,0
644,42,73000.0,1,0.065,513,online,52.97,0,1
2881,44,39500.0,3,0.0,1,in_store,43.57,20,1
2081,45,67300.0,5,0.096,741,in_store,54.15,0,1
1069,57,40000.0,4,0.122,40,in_store,44.04,0,1
3300,42,40200.0,2,0.0,1,online,40.1,30,1
4290,45,48900.0,1,0.087,931,online,37.53,25,0
4635,44,56100.0,4,0.139,72,in_store,45.92,20,1
4164,24,29800.0,1,0.046,394,online,30.97,5,1
331,58,63800.0,1,0.128,333,online,39.6,0,1
4007,36,49900.0,1,0.135,1,online,28.7,0,1
3017,32,48600.0,4,0.028,458,in_store,33.5,20,1
2670,32,71900.0,4,0.025,149,in_store,45.17,15,1
623,43,57400.0,1,0.041,12,online,50.6,5,0
3860,45,31200.0,0,0.056,402,online,32.76,0,0
3139,46,56400.0,1,0.073,5,online,58.84,0,1
3435,25,39500.0,1,0.114,1,online,38.35,0,1
2917,59,48600.0,6,0.26,99,in_store,43.49,0,1
1947,31,68400.0,4,0.19,636,in_store,36.8,15,0
1584,32,46000.0,2,0.051,461,online,38.61,0,1
4407,34,37800.0,1,0.095,600,online,39.86,0,1
756,54,58800.0,6,0.108,380,online,45.32,10,1
519,51,65300.0,3,0.178,570,in_store,47.77,25,1
3822,55,62200.0,2,0.192,831,in_store,42.54,0,0
33,34,60000.0,5,0.197,836,in_store,42.25,0,0
2953,36,42300.0,2,0.117,211,in_store,38.49,0,1
1158,58,52700.0,3,0.0,326,in_store,36.25,0,1
745,41,53900.0,2,0.122,638,online,31.32,15,0
2482,29,35800.0,2,0.147,85,online,34.8,5,1
2419,47,45900.0,6,0.119,736,in_store,51.62,20,1
1973,41,28600.0,3,0.253,522,in_store,40.24,0,0
2884,54,78000.0,4,0.09,793,online,49.99,25,0
784,51,45300.0,3,0.319,1,online,44.08,0,0
4491,61,71000.0,2,0.03,124,in_store,49.63,25,0
2523,37,49800.0,1,0.0,1,online,34.9,0,1
230,37,38600.0,3,0.045,381,online,18.99,15,0
858,45,48600.0,1,0.065,314,in_store,24.91,5,0
4911,31,33300.0,1,0.035,75,online,29.66,10,1
2378,32,15000.0,1,0.114,61,in_store,54.99,0,1
409,18,15000.0,2,0.116,490,online,22.98,20,0
171,32,50700.0,2,0.078,528,online,49.63,25,0
541,20,33400.0,0,0.083,67,online,23.74,0,0
2226,43,49200.0,2,0.034,463,online,54.93,0,1
2320,37,39100.0,0,0.024,227,online,39.09,20,1
3482,51,54500.0,7,0.027,503,online,42.81,0,0
614,45,70700.0,1,0.04,232,in_store,53.17,20,1
4950,50,45600.0,3,0.133,766,in_store,33.45,0,1
1834,45,31800.0,2,0.149,799,online,47.85,25,0
3454,49,59300.0,2,0.0,403,in_store,52.44,15,0
1162,36,33100.0,3,0.122,346,in_store,28.27,25,0
2427,65,70300.0,4,0.299,549,in_store,47.0,30,0
2381,37,42300.0,3,0.328,349,online,43.99,0,0
1619,44,64800.0,3,0.001,252,online,39.69,0,0
1635,43,48700.0,2,0.0,232,in_store,21.85,20,0
1508,39,46300.0,6,0.238,1,in_store,32.51,0,1
2214,61,53900.0,3,0.02,194,online,40.79,20,1
565,51,41500.0,0,0.119,151,in_store,34.65,0,1
4615,33,59700.0,4,0.132,630,online,44.97,15,1
4258,53,66600.0,2,0.025,122,in_store,44.11,0,0
2439,52,42600.0,3,0.048,203,in_store,34.08,0,0
4797,44,56900.0,1,0.087,421,in_store,38.13,25,1
2400,47,50600.0,1,0.0,675,in_store,42.63,0,1
1421,37,42800.0,3,0.053,272,in_store,40.23,5,1
4939,48,48000.0,0,0.011,206,online,45.55,15,1
3492,29,68500.0,5,0.237,326,online,45.04,10,0
3930,31,28700.0,4,0.117,724,in_store,31.87,15,1
2743,30,15000.0,1,0.016,1,online,25.73,0,0
2500,55,29000.0,3,0.076,52,online,15.34,0,1
1406,48,63600.0,4,0.091,274,in_store,50.77,15,1
1173,39,40000.0,1,0.058,407,in_store,34.6,10,1
4327,53,65100.0,1,0.182,519,in_store,56.09,25,1
326,49,76100.0,5,0.234,1,online,53.53,0,0
1052,38,38000.0,3,0.04,227,online,31.59,0,0
4977,42,44900.0,3,0.062,528,in_store,41.12,0,0
3310,35,42000.0,6,0.082,1,online,38.83,10,1
2901,33,32600.0,0,0.121,65,in_store,38.96,0,1
2785,45,32200.0,2,0.181,1,online,30.22,10,1
1197,25,47600.0,3,0.17,133,online,11.15,0,1
621,35,79900.0,4,0.051,211,in_store,31.28,10,0
1565,29,56600.0,3,0.164,204,in_store,46.06,20,1
2895,32,64600.0,4,0.145,408,in_store,41.01,5,0
1190,38,40500.0,2,0.238,495,in_store,52.17,15,0
329,26,43500.0,5,0.03,737,online,52.78,0,0
649,42,22900.0,2,0.082,34,online,27.82,0,1
898,30,63500.0,3,0.191,220,online,52.84,15,1
1490,42,35300.0,1,0.179,492,online,41.02,20,0
1124,37,39300.0,3,0.0,448,in_store,30.4,20,1
1919,36,37600.0,7,0.128,802,online,43.63,0,0
4654,35,52500.0,1,0.0,76,in_store,38.03,15,0
4387,37,47300.0,1,0.138,492,in_store,45.16,15,1
1420,40,44000.0,4,0.0,76,online,35.35,30,0
3817,39,43400.0,4,0.054,435,in_store,24.17,0,1
2589,44,30400.0,1,0.048,771,in_store,47.59,30,1
4716,60,72000.0,5,0.218,796,in_store,50.41,0,1
3270,30,48400.0,1,0.055,77,online,50.33,0,1
3695,55,68100.0,3,0.118,481,in_store,47.59,20,0
2078,41,41100.0,2,0.044,430,online,24.7,20,0
1024,47,59500.0,5,0.239,672,online,42.55,30,1
3008,53,42600.0,3,0.08,252,in_store,34.1,0,0
2407,43,19100.0,0,0.092,279,in_store,28.82,10,0
1627,18,37600.0,0,0.014,290,in_store,33.05,0,0
4295,41,29300.0,1,0.163,259,in_store,25.48,10,1
2949,49,45500.0,4,0.132,628,in_store,32.21,0,0
810,43,32300.0,1,0.14,296,online,35.7,0,1
2866,25,34200.0,0,0.031,164,online,43.69,0,0
979,23,25200.0,5,0.016,437,online,13.5,10,0
4522,44,42700.0,2,0.254,485,in_store,29.27,0,0
2706,38,37800.0,2,0.103,95,in_store,31.75,0,0
3263,44,47500.0,1,0.042,682,in_store,45.29,0,0
4449,57,44900.0,1,0.0,322,in_store,40.72,5,0
2789,33,35500.0,1,0.098,274,in_store,22.38,0,0
4158,56,81800.0,3,0.246,14,in_store,58.33,0,0
1514,18,27900.0,2,0.08,493,online,44.77,25,0
3479,54,35900.0,3,0.053,456,in_store,33.41,0,0
2043,63,29200.0,1,0.054,453,online,26.68,0,0
175,25,65800.0,2,0.02,513,online,43.33,0,0
3291,37,40400.0,4,0.057,515,in_store,44.1,0,0
1989,30,28500.0,0,0.061,96,online,31.56,0,1
1504,44,59600.0,1,0.012,321,in_store,49.49,0,1
4472,31,23500.0,1,0.07,380,in_store,17.8,10,0
218,56,74500.0,4,0.0,502,online,45.36,0,0
3933,44,33300.0,1,0.113,803,in_store,35.77,0,1
3739,32,31400.0,1,0.095,574,online,25.91,20,0
691,44,75400.0,2,0.056,492,in_store,55.01,20,1
2593,46,51400.0,3,0.075,636,online,51.49,0,1
3801,36,54100.0,2,0.087,71,in_store,36.77,20,1
3474,47,72800.0,1,0.023,434,in_store,58.7,30,0
1107,24,30300.0,1,0.0,406,in_store,21.06,0,0
1551,21,32200.0,0,0.185,1,online,53.63,0,0
2442,47,43900.0,0,0.0,64,in_store,25.19,0,0
1552,31,22800.0,1,0.138,307,online,26.06,0,1
612,43,37100.0,4,0.0,69,online,30.07,0,0
3257,32,48400.0,2,0.043,247,in_store,39.75,0,0
3730,43,29700.0,0,0.145,13,online,34.62,0,1
577,56,62700.0,3,0.169,726,in_store,33.6,5,1
2079,18,16300.0,1,0.053,446,in_store,20.49,0,0
4446,27,44300.0,1,0.033,257,in_store,20.16,5,1
1181,24,34700.0,1,0.036,190,online,29.81,10,0
889,18,43500.0,2,0.216,123,in_store,24.08,15,1
3144,43,62200.0,0,0.222,322,in_store,49.71,0,0
3925,40,27900.0,2,0.0,204,in_store,17.16,0,0
2679,19,24700.0,2,0.065,1,in_store,13.81,0,0
818,43,43500.0,1,0.009,508,online,33.98,0,1
3293,34,34900.0,3,0.0,310,in_store,32.76,15,0
1887,27,34400.0,2,0.003,272,online,34.66,30,1
209,29,31800.0,1,0.028,100,online,31.63,0,1
294,18,66400.0,0,0.156,1,online,34.46,15,0
1120,28,30400.0,1,0.0,4,in_store,36.43,25,0
2229,66,49500.0,0,0.113,157,in_store,41.09,0,0
2252,39,37600.0,1,0.083,361,online,33.05,20,0
1265,39,45500.0,3,0.095,131,online,42.22,0,1
991,50,20500.0,5,0.119,1,in_store,35.91,0,0
4294,55,31400.0,0,0.0,264,in_store,19.08,0,0
1533,52,71100.0,1,0.0,388,online,42.53,0,1
354,50,40000.0,2,0.226,32,in_store,38.55,0,0
1879,57,57300.0,4,0.0,188,online,48.03,0,0
3657,37,26400.0,2,0.136,1,in_store,24.55,0,0
4026,28,20900.0,3,0.154,283,online,33.63,0,0
2571,67,25300.0,4,0.179,1027,in_store,19.95,0,1
3064,42,55000.0,4,0.151,748,online,50.83,0,1
1229,47,40400.0,3,0.207,581,online,30.62,10,1
260,24,37800.0,1,0.154,129,online,43.89,10,1
1542,50,62100.0,3,0.0,402,in_store,65.1,0,0
4804,52,25600.0,2,0.139,337,online,34.94,0,1
4750,19,37400.0,2,0.088,236,online,35.4,0,0
4842,28,33200.0,3,0.082,202,in_store,34.3,0,0
2597,55,55700.0,2,0.045,1,in_store,44.56,0,0
53,23,49900.0,1,0.195,3,in_store,36.72,10,1
2212,52,36900.0,3,0.162,38,online,42.81,10,0
1868,48,53200.0,3,0.274,1,in_store,56.72,20,1
3572,49,58500.0,3,0.136,173,online,41.24,25,1
3654,49,33200.0,4,0.242,665,online,31.59,15,0
2803,50,50200.0,1,0.136,409,online,37.85,0,0
2898,41,58000.0,1,0.128,668,online,49.18,0,1
1480,60,55700.0,3,0.246,454,in_store,46.22,15,1
1034,46,55400.0,2,0.028,398,in_store,35.51,0,1
1098,46,37000.0,2,0.129,303,online,40.45,0,1
1470,19,52600.0,1,0.0,258,online,39.71,0,1
544,38,25900.0,2,0.209,1,online,12.44,0,0
1047,34,54400.0,1,0.0,325,online,42.24,15,0
1922,52,45400.0,2,0.051,84,in_store,45.26,30,1
1596,45,41000.0,3,0.084,61,in_store,40.29,0,1
31,66,81000.0,5,0.122,559,in_store,62.02,0,1
726,58,60900.0,5,0.015,780,online,48.88,0,0
2451,34,15000.0,0,0.109,376,in_store,13.41,0,0
4529,32,42800.0,0,0.153,346,in_store,33.13,10,0
3922,36,51800.0,3,0.236,197,in_store,36.22,15,0
1427,50,66900.0,2,0.31,212,in_store,40.1,25,1
2513,43,52000.0,3,0.002,1,online,32.26,0,0
437,34,32400.0,0,0.065,86,in_store,39.94,0,1
4746,43,61000.0,2,0.164,155,in_store,39.28,25,0
913,47,58900.0,5,0.079,256,online,46.49,0,1
4232,48,52800.0,5,0.194,570,in_store,50.52,10,1
4174,31,31500.0,1,0.025,51,in_store,22.02,10,1
4523,38,50900.0,2,0.136,376,online,27.3,5,1
4311,44,49300.0,0,0.005,302,online,35.19,0,0
2303,18,21700.0,0,0.041,266,online,15.89,0,0
2707,45,75200.0,4,0.09,246,online,56.5,0,1
1239,47,34700.0,1,0.051,162,online,33.46,5,0
904,59,60700.0,3,0.049,98,in_store,31.85,0,0
4244,31,50800.0,0,0.017,66,in_store,48.82,0,0
3160,32,36800.0,4,0.001,101,in_store,24.65,0,0
4005,57,75100.0,0,0.15,118,online,44.09,30,0
508,45,30500.0,0,0.0,265,in_store,32.12,0,0
4511,37,48000.0,1,0.056,451,in_store,44.09,10,1
184,53,99400.0,5,0.081,325,in_store,62.98,15,1
4336,30,15000.0,1,0.0,170,in_store,27.03,0,0
1498,26,48600.0,3,0.028,424,in_store,39.5,5,0
3888,35,33700.0,2,0.151,490,in_store,27.37,0,1
322,38,21100.0,0,0.0,713,online,26.7,0,1
2520,19,15000.0,0,0.109,332,online,26.53,0,0
1534,26,59200.0,3,0.097,317,in_store,45.21,5,0
3814,37,51300.0,1,0.049,271,in_store,42.3,0,1
2396,26,35800.0,2,0.203,46,in_store,40.89,0,1
2701,50,44700.0,1,0.263,338,online,36.74,20,1
4626,45,62900.0,4,0.232,770,in_store,43.61,0,1
2660,45,52400.0,2,0.033,429,online,36.1,15,0
4448,40,36900.0,1,0.106,280,in_store,40.73,0,0
1147,46,41900.0,3,0.186,6,online,26.62,0,0
4474,51,70100.0,0,0.001,260,in_store,40.8,15,0
45,41,15000.0,1,0.181,254,in_store,35.29,0,0
2526,48,73300.0,6,0.124,634,online,44.87,15,1
3467,56,45400.0,5,0.184,421,online,43.37,10,0
1850,48,70100.0,2,0.128,209,online,36.56,15,1
1379,43,52400.0,5,0.169,316,in_store,43.52,0,0
4845,39,34300.0,3,0.219,380,online,22.73,10,1
3028,24,47900.0,5,0.181,535,online,41.64,0,1
414,49,65600.0,4,0.026,499,in_store,40.74,5,0
2174,25,27600.0,1,0.223,588,online,42.29,15,0
1408,48,47300.0,0,0.02,247,in_store,32.39,25,0
2125,40,44600.0,4,0.063,1,online,39.76,0,0
802,27,15400.0,1,0.1,579,in_store,15.19,5,1
1289,64,63300.0,5,0.133,131,in_store,34.83,15,1
2198,40,42600.0,3,0.082,550,in_store,42.97,0,1
2458,33,31900.0,2,0.0,681,in_store,32.96,0,1
1722,23,50300.0,1,0.128,1,online,36.67,0,1
2334,40,75000.0,4,0.106,263,online,53.4,20,1
257,45,56200.0,3,0.21,280,online,34.18,0,1
4540,48,57100.0,0,0.047,1,in_store,31.41,0,0
1715,28,22100.0,0,0.0,445,in_store,17.03,0,0
1152,52,45400.0,0,0.114,349,online,47.61,0,1
2317,37,25100.0,2,0.221,429,in_store,26.2,10,1
648,19,18000.0,0,0.19,321,online,19.22,15,0
4495,44,22900.0,0,0.117,707,in_store,23.6,20,0
4245,43,47200.0,2,0.066,447,in_store,28.88,10,0
4217,55,34600.0,2,0.121,532,online,26.22,15,1
3787,36,67200.0,2,0.105,432,online,41.73,20,1
1316,62,90000.0,5,0.222,844,online,58.58,0,1
