customer_id,optimal_discount,discount_fraction,predicted_revenue,marketing_cost
3775,0.0,0.0,10.83,0.0
2629,0.0,0.0,13.51,0.0
4426,10.0,0.1,19.02,3.89
721,5.0,0.05,16.82,1.72
2726,0.0,0.0,17.99,0.0
3892,5.0,0.05,15.15,1.55
2466,5.0,0.05,18.4,1.88
3211,0.0,0.0,22.41,0.0
603,0.0,0.0,17.15,0.0
4199,0.0,0.0,22.04,0.0
1898,15.0,0.15,15.87,4.85
3946,0.0,0.0,25.46,0.0
3853,5.0,0.05,12.32,1.26
319,5.0,0.05,15.24,1.56
3098,0.0,0.0,18.2,0.0
4904,5.0,0.05,26.53,2.72
275,0.0,0.0,17.21,0.0
1874,0.0,0.0,18.29,0.0
550,15.0,0.15,12.1,3.69
4992,15.0,0.15,14.48,4.43
4674,0.0,0.0,29.89,0.0
4903,0.0,0.0,23.26,0.0
2950,5.0,0.05,20.76,2.13
606,0.0,0.0,19.27,0.0
4039,10.0,0.1,15.58,3.18
528,0.0,0.0,15.31,0.0
4065,0.0,0.0,16.91,0.0
4285,0.0,0.0,25.37,0.0
4913,5.0,0.05,13.35,1.37
3791,5.0,0.05,15.78,1.61
4837,5.0,0.05,14.45,1.48
1832,0.0,0.0,15.61,0.0
299,5.0,0.05,10.3,1.05
2806,5.0,0.05,15.92,1.63
4256,0.0,0.0,15.54,0.0
1594,0.0,0.0,18.49,0.0
2179,0.0,0.0,24.64,0.0
4932,0.0,0.0,25.54,0.0
4266,10.0,0.1,12.27,2.51
2178,0.0,0.0,18.77,0.0
1599,10.0,0.1,18.17,3.71
2537,0.0,0.0,29.37,0.0
757,0.0,0.0,12.38,0.0
1483,0.0,0.0,24.48,0.0
2488,0.0,0.0,30.13,0.0
2073,0.0,0.0,17.97,0.0
1296,0.0,0.0,12.14,0.0
1097,5.0,0.05,26.07,2.67
1908,5.0,0.05,17.35,1.78
4784,0.0,0.0,17.38,0.0
377,10.0,0.1,18.7,3.82
4166,5.0,0.05,18.83,1.93
2536,5.0,0.05,22.59,2.31
4669,0.0,0.0,23.12,0.0
928,0.0,0.0,25.88,0.0
379,0.0,0.0,17.16,0.0
1176,0.0,0.0,24.31,0.0
2457,0.0,0.0,20.66,0.0
2577,10.0,0.1,9.76,1.99
4869,0.0,0.0,30.57,0.0
1346,0.0,0.0,21.58,0.0
2620,0.0,0.0,26.4,0.0
1685,0.0,0.0,14.19,0.0
2058,0.0,0.0,17.94,0.0
1537,15.0,0.15,6.89,2.11
2529,0.0,0.0,20.82,0.0
2288,5.0,0.05,18.15,1.86
4879,0.0,0.0,12.77,0.0
795,0.0,0.0,18.3,0.0
2521,5.0,0.05,13.67,1.4
3521,5.0,0.05,10.84,1.11
1222,15.0,0.15,18.49,5.65
176,0.0,0.0,17.9,0.0
1787,0.0,0.0,13.46,0.0
3425,10.0,0.1,13.79,2.82
1979,0.0,0.0,23.94,0.0
46,5.0,0.05,24.14,2.47
2768,0.0,0.0,14.72,0.0
860,10.0,0.1,17.14,3.5
4668,0.0,0.0,18.41,0.0
4168,0.0,0.0,17.84,0.0
1527,0.0,0.0,20.99,0.0
2192,0.0,0.0,10.5,0.0
3011,0.0,0.0,21.72,0.0
3014,5.0,0.05,8.81,0.9
1780,0.0,0.0,23.59,0.0
1704,0.0,0.0,17.8,0.0
3114,0.0,0.0,16.83,0.0
2604,0.0,0.0,21.77,0.0
284,5.0,0.05,18.95,1.94
1554,0.0,0.0,19.81,0.0
4145,0.0,0.0,25.12,0.0
4712,0.0,0.0,23.98,0.0
1567,0.0,0.0,16.51,0.0
1259,5.0,0.05,19.91,2.04
857,0.0,0.0,24.96,0.0
2087,20.0,0.2,13.81,5.62
2417,5.0,0.05,15.85,1.62
4926,0.0,0.0,20.86,0.0
1875,0.0,0.0,9.34,0.0
4617,0.0,0.0,18.93,0.0
2096,0.0,0.0,33.72,0.0
978,0.0,0.0,18.64,0.0
1398,15.0,0.15,14.65,4.48
2460,0.0,0.0,20.55,0.0
4570,5.0,0.05,16.55,1.69
1942,5.0,0.05,11.64,1.19
2527,5.0,0.05,25.22,2.58
953,10.0,0.1,12.06,2.47
100,0.0,0.0,9.43,0.0
1074,0.0,0.0,18.89,0.0
4465,0.0,0.0,22.08,0.0
3465,5.0,0.05,19.71,2.02
4896,0.0,0.0,22.0,0.0
352,15.0,0.15,20.07,6.13
2747,5.0,0.05,20.01,2.05
1159,0.0,0.0,18.55,0.0
1057,0.0,0.0,21.12,0.0
965,0.0,0.0,26.0,0.0
719,0.0,0.0,21.41,0.0
2776,0.0,0.0,24.57,0.0
3576,0.0,0.0,18.01,0.0
1539,10.0,0.1,17.27,3.53
309,0.0,0.0,23.08,0.0
1535,5.0,0.05,11.02,1.13
834,5.0,0.05,13.27,1.36
367,5.0,0.05,14.5,1.48
3397,25.0,0.25,15.95,8.07
2094,5.0,0.05,20.0,2.05
4867,0.0,0.0,7.17,0.0
3782,0.0,0.0,12.68,0.0
2556,5.0,0.05,19.9,2.04
1127,0.0,0.0,26.46,0.0
20,0.0,0.0,14.97,0.0
3266,0.0,0.0,19.58,0.0
2944,0.0,0.0,29.1,0.0
2590,5.0,0.05,25.51,2.61
219,5.0,0.05,23.91,2.45
2639,0.0,0.0,16.87,0.0
439,0.0,0.0,12.63,0.0
1966,0.0,0.0,20.66,0.0
3376,0.0,0.0,19.83,0.0
3304,5.0,0.05,15.19,1.55
4282,0.0,0.0,16.01,0.0
2433,0.0,0.0,24.7,0.0
4661,5.0,0.05,15.03,1.54
3780,0.0,0.0,12.11,0.0
2779,0.0,0.0,28.65,0.0
803,0.0,0.0,37.1,0.0
3013,0.0,0.0,18.8,0.0
2289,0.0,0.0,18.01,0.0
3742,0.0,0.0,18.55,0.0
4451,5.0,0.05,19.01,1.95
583,0.0,0.0,23.15,0.0
204,5.0,0.05,10.45,1.07
4061,0.0,0.0,23.79,0.0
3432,5.0,0.05,20.48,2.1
2265,0.0,0.0,24.83,0.0
2196,0.0,0.0,17.74,0.0
3423,5.0,0.05,23.36,2.39
1607,5.0,0.05,18.27,1.87
1048,0.0,0.0,20.57,0.0
1425,5.0,0.05,20.13,2.06
2882,0.0,0.0,27.13,0.0
1963,5.0,0.05,14.76,1.51
3366,0.0,0.0,9.27,0.0
518,0.0,0.0,17.48,0.0
2985,0.0,0.0,18.22,0.0
3337,5.0,0.05,16.28,1.67
4856,0.0,0.0,13.15,0.0
669,25.0,0.25,2.48,1.25
3113,5.0,0.05,21.92,2.25
1428,0.0,0.0,14.27,0.0
4922,0.0,0.0,22.75,0.0
4507,5.0,0.05,13.37,1.37
1261,5.0,0.05,16.18,1.66
2440,0.0,0.0,22.96,0.0
3768,0.0,0.0,22.31,0.0
4270,0.0,0.0,18.04,0.0
3358,0.0,0.0,23.16,0.0
3408,0.0,0.0,17.8,0.0
1376,5.0,0.05,16.41,1.68
760,0.0,0.0,11.06,0.0
2848,0.0,0.0,16.09,0.0
4333,15.0,0.15,13.49,4.13
2686,0.0,0.0,13.46,0.0
3022,5.0,0.05,12.77,1.31
4396,0.0,0.0,17.58,0.0
2510,0.0,0.0,14.37,0.0
215,5.0,0.05,17.08,1.75
3347,0.0,0.0,16.53,0.0
1484,5.0,0.05,20.84,2.14
694,0.0,0.0,12.91,0.0
2183,0.0,0.0,8.26,0.0
4732,0.0,0.0,17.19,0.0
2134,5.0,0.05,16.41,1.68
1116,0.0,0.0,27.52,0.0
1785,5.0,0.05,21.37,2.19
4739,5.0,0.05,17.12,1.75
1213,0.0,0.0,25.26,0.0
4882,0.0,0.0,17.55,0.0
197,5.0,0.05,14.93,1.53
4606,5.0,0.05,28.02,2.87
4729,0.0,0.0,10.31,0.0
1058,0.0,0.0,14.16,0.0
880,5.0,0.05,19.76,2.02
1823,0.0,0.0,31.73,0.0
1938,0.0,0.0,18.38,0.0
1331,5.0,0.05,19.66,2.01
2269,0.0,0.0,26.86,0.0
888,0.0,0.0,21.0,0.0
3033,0.0,0.0,26.27,0.0
69,0.0,0.0,22.17,0.0
2498,0.0,0.0,18.49,0.0
1936,0.0,0.0,28.29,0.0
569,5.0,0.05,15.36,1.57
1653,5.0,0.05,14.38,1.47
97,0.0,0.0,21.86,0.0
1021,0.0,0.0,18.34,0.0
2875,0.0,0.0,16.71,0.0
140,0.0,0.0,23.76,0.0
3104,0.0,0.0,24.83,0.0
2618,0.0,0.0,21.9,0.0
1506,0.0,0.0,24.63,0.0
1363,5.0,0.05,16.4,1.68
2648,0.0,0.0,19.03,0.0
3287,5.0,0.05,13.25,1.36
4765,0.0,0.0,24.97,0.0
2293,10.0,0.1,16.23,3.31
4424,0.0,0.0,18.82,0.0
464,20.0,0.2,13.88,5.65
2896,5.0,0.05,4.53,0.46
4188,0.0,0.0,21.37,0.0
2005,15.0,0.15,7.48,2.28
595,0.0,0.0,21.69,0.0
1339,0.0,0.0,34.34,0.0
626,0.0,0.0,21.26,0.0
451,0.0,0.0,23.55,0.0
3748,0.0,0.0,19.31,0.0
4302,0.0,0.0,15.03,0.0
4326,0.0,0.0,19.02,0.0
4836,20.0,0.2,9.37,3.8
1593,5.0,0.05,14.72,1.51
1050,5.0,0.05,13.31,1.36
3554,0.0,0.0,23.93,0.0
1910,5.0,0.05,28.59,2.93
4600,0.0,0.0,22.78,0.0
4011,5.0,0.05,27.98,2.87
151,5.0,0.05,29.34,3.01
1737,0.0,0.0,17.53,0.0
3967,0.0,0.0,14.29,0.0
4685,0.0,0.0,8.11,0.0
1481,0.0,0.0,19.19,0.0
89,5.0,0.05,10.54,1.08
458,5.0,0.05,19.53,2.0
4376,0.0,0.0,14.03,0.0
2941,0.0,0.0,17.91,0.0
3286,5.0,0.05,19.87,2.04
4891,0.0,0.0,15.72,0.0
2017,0.0,0.0,21.08,0.0
1671,5.0,0.05,24.07,2.47
3665,0.0,0.0,17.76,0.0
832,10.0,0.1,19.14,3.91
240,5.0,0.05,17.3,1.77
4692,5.0,0.05,18.19,1.86
1000,0.0,0.0,17.56,0.0
1449,0.0,0.0,25.35,0.0
2916,0.0,0.0,21.21,0.0
1974,5.0,0.05,22.9,2.35
2996,5.0,0.05,14.95,1.53
193,5.0,0.05,21.03,2.16
4240,5.0,0.05,16.76,1.72
3762,5.0,0.05,18.17,1.86
3862,0.0,0.0,22.57,0.0
945,0.0,0.0,27.19,0.0
4191,0.0,0.0,16.48,0.0
1184,0.0,0.0,18.4,0.0
4241,25.0,0.25,8.47,4.27
1033,0.0,0.0,21.19,0.0
4435,0.0,0.0,27.52,0.0
4691,0.0,0.0,11.26,0.0
2032,5.0,0.05,13.3,1.36
3429,0.0,0.0,21.93,0.0
2132,5.0,0.05,22.29,2.28
3974,5.0,0.05,15.59,1.6
3485,0.0,0.0,20.7,0.0
4330,0.0,0.0,11.13,0.0
1833,0.0,0.0,15.19,0.0
2955,25.0,0.25,12.94,6.56
2986,0.0,0.0,18.5,0.0
3241,0.0,0.0,20.6,0.0
1624,0.0,0.0,22.8,0.0
4906,0.0,0.0,13.16,0.0
4927,0.0,0.0,22.67,0.0
192,5.0,0.05,17.4,1.78
1488,0.0,0.0,13.37,0.0
3099,0.0,0.0,18.89,0.0
3332,0.0,0.0,28.93,0.0
3830,0.0,0.0,15.3,0.0
4476,0.0,0.0,18.76,0.0
1730,0.0,0.0,19.11,0.0
4027,0.0,0.0,18.56,0.0
2808,0.0,0.0,16.66,0.0
3663,0.0,0.0,23.01,0.0
4585,0.0,0.0,20.16,0.0
3414,0.0,0.0,19.46,0.0
4933,0.0,0.0,21.01,0.0
4877,0.0,0.0,18.33,0.0
167,10.0,0.1,15.2,3.1
1615,0.0,0.0,21.18,0.0
3277,0.0,0.0,11.45,0.0
1025,25.0,0.25,2.49,1.25
1452,5.0,0.05,16.74,1.71
4332,0.0,0.0,18.33,0.0
2237,5.0,0.05,19.08,1.95
2330,5.0,0.05,15.17,1.55
4391,0.0,0.0,17.7,0.0
3313,5.0,0.05,22.59,2.31
4718,20.0,0.2,11.24,4.56
153,0.0,0.0,16.47,0.0
4024,0.0,0.0,18.63,0.0
4699,0.0,0.0,20.86,0.0
3400,0.0,0.0,19.33,0.0
1972,5.0,0.05,19.09,1.95
1182,0.0,0.0,17.56,0.0
2990,5.0,0.05,24.88,2.55
4329,0.0,0.0,12.9,0.0
2115,0.0,0.0,21.22,0.0
4833,0.0,0.0,19.31,0.0
4054,0.0,0.0,8.67,0.0
1590,10.0,0.1,17.74,3.62
32,0.0,0.0,12.35,0.0
938,0.0,0.0,31.12,0.0
2548,5.0,0.05,19.2,1.96
1996,0.0,0.0,23.79,0.0
3134,5.0,0.05,15.63,1.6
310,5.0,0.05,29.01,2.97
3976,0.0,0.0,29.89,0.0
1472,0.0,0.0,25.95,0.0
3129,0.0,0.0,25.48,0.0
2224,0.0,0.0,20.01,0.0
496,0.0,0.0,20.02,0.0
206,0.0,0.0,21.55,0.0
2689,0.0,0.0,17.12,0.0
3373,0.0,0.0,13.12,0.0
3849,5.0,0.05,25.63,2.63
306,0.0,0.0,23.03,0.0
3812,0.0,0.0,18.75,0.0
1809,5.0,0.05,24.26,2.49
1062,0.0,0.0,14.76,0.0
844,0.0,0.0,16.5,0.0
2729,0.0,0.0,27.15,0.0
2267,25.0,0.25,9.72,4.9
212,0.0,0.0,19.84,0.0
3734,0.0,0.0,20.98,0.0
680,0.0,0.0,22.07,0.0
566,0.0,0.0,23.21,0.0
3131,5.0,0.05,16.5,1.69
3712,25.0,0.25,13.19,6.69
681,0.0,0.0,17.3,0.0
181,0.0,0.0,18.07,0.0
4870,5.0,0.05,14.6,1.49
1236,0.0,0.0,20.08,0.0
2332,5.0,0.05,24.54,2.51
4284,25.0,0.25,13.38,6.79
279,0.0,0.0,21.1,0.0
1129,0.0,0.0,20.95,0.0
3713,5.0,0.05,27.76,2.85
433,0.0,0.0,14.8,0.0
290,5.0,0.05,24.39,2.5
1028,15.0,0.15,13.48,4.12
536,0.0,0.0,13.91,0.0
4354,0.0,0.0,14.13,0.0
189,0.0,0.0,15.34,0.0
2277,5.0,0.05,22.19,2.27
3934,10.0,0.1,16.44,3.35
3590,0.0,0.0,10.56,0.0
271,0.0,0.0,22.51,0.0
3456,0.0,0.0,22.04,0.0
4094,0.0,0.0,2.44,0.0
2173,5.0,0.05,14.8,1.51
4234,0.0,0.0,23.49,0.0
112,5.0,0.05,17.99,1.84
2484,0.0,0.0,11.53,0.0
221,0.0,0.0,20.22,0.0
628,0.0,0.0,21.02,0.0
1201,5.0,0.05,18.62,1.91
3372,0.0,0.0,22.19,0.0
2438,0.0,0.0,24.55,0.0
791,10.0,0.1,14.74,3.01
2329,30.0,0.3,10.8,6.53
462,0.0,0.0,18.68,0.0
4413,0.0,0.0,17.01,0.0
552,0.0,0.0,23.23,0.0
4104,0.0,0.0,22.78,0.0
1175,0.0,0.0,17.17,0.0
199,0.0,0.0,15.02,0.0
4033,5.0,0.05,16.39,1.68
3363,0.0,0.0,22.92,0.0
403,0.0,0.0,11.04,0.0
4579,0.0,0.0,21.84,0.0
4183,5.0,0.05,13.09,1.34
4774,0.0,0.0,19.79,0.0
4988,15.0,0.15,12.27,3.75
4813,0.0,0.0,17.17,0.0
4473,0.0,0.0,17.33,0.0
651,5.0,0.05,23.97,2.46
709,10.0,0.1,11.45,2.34
1502,0.0,0.0,18.02,0.0
4425,5.0,0.05,11.36,1.16
3991,5.0,0.05,12.89,1.32
2233,0.0,0.0,17.26,0.0
2342,0.0,0.0,21.95,0.0
315,0.0,0.0,21.6,0.0
1221,5.0,0.05,26.42,2.71
4485,5.0,0.05,14.91,1.53
114,5.0,0.05,20.66,2.12
961,0.0,0.0,20.72,0.0
2926,0.0,0.0,12.72,0.0
3275,0.0,0.0,12.04,0.0
1648,5.0,0.05,21.46,2.19
3338,5.0,0.05,15.34,1.57
2624,5.0,0.05,29.76,3.05
3210,0.0,0.0,22.39,0.0
1771,0.0,0.0,22.41,0.0
3430,0.0,0.0,30.94,0.0
4539,0.0,0.0,26.99,0.0
1838,0.0,0.0,14.84,0.0
1946,0.0,0.0,25.14,0.0
2499,0.0,0.0,20.05,0.0
4052,10.0,0.1,11.94,2.44
3309,10.0,0.1,15.8,3.23
4201,5.0,0.05,14.87,1.52
4393,5.0,0.05,18.07,1.85
2595,5.0,0.05,16.13,1.65
2116,0.0,0.0,22.28,0.0
1345,5.0,0.05,14.89,1.52
2877,0.0,0.0,16.64,0.0
3341,0.0,0.0,23.86,0.0
4864,5.0,0.05,13.77,1.41
3938,10.0,0.1,24.55,5.02
1651,0.0,0.0,27.97,0.0
790,0.0,0.0,24.83,0.0
2281,10.0,0.1,12.42,2.53
4655,0.0,0.0,19.54,0.0
4572,0.0,0.0,12.16,0.0
872,5.0,0.05,22.94,2.35
1721,0.0,0.0,26.71,0.0
1591,5.0,0.05,14.9,1.53
2728,0.0,0.0,17.77,0.0
74,5.0,0.05,16.88,1.73
1778,0.0,0.0,15.99,0.0
1617,0.0,0.0,25.99,0.0
1362,0.0,0.0,26.01,0.0
3025,0.0,0.0,12.48,0.0
1967,10.0,0.1,22.41,4.57
4586,15.0,0.15,17.38,5.31
3828,0.0,0.0,23.5,0.0
2260,0.0,0.0,17.74,0.0
2900,0.0,0.0,24.39,0.0
2223,0.0,0.0,24.79,0.0
495,5.0,0.05,12.23,1.25
3146,5.0,0.05,16.79,1.72
3530,0.0,0.0,24.1,0.0
1282,0.0,0.0,21.68,0.0
1165,10.0,0.1,18.72,3.83
1243,5.0,0.05,21.87,2.24
1756,5.0,0.05,16.05,1.64
1993,0.0,0.0,13.96,0.0
2195,0.0,0.0,22.97,0.0
1727,5.0,0.05,18.65,1.91
619,0.0,0.0,16.95,0.0
4934,5.0,0.05,19.81,2.03
1882,0.0,0.0,26.96,0.0
1630,0.0,0.0,15.75,0.0
4767,0.0,0.0,14.22,0.0
2089,0.0,0.0,19.38,0.0
3426,5.0,0.05,20.1,2.06
870,5.0,0.05,26.36,2.7
4709,0.0,0.0,18.23,0.0
1043,0.0,0.0,14.65,0.0
3385,5.0,0.05,18.28,1.87
357,5.0,0.05,16.74,1.71
1163,5.0,0.05,15.78,1.61
2781,0.0,0.0,18.32,0.0
2255,0.0,0.0,16.29,0.0
3166,0.0,0.0,21.71,0.0
3947,5.0,0.05,10.02,1.03
1790,0.0,0.0,16.74,0.0
3807,0.0,0.0,18.46,0.0
3658,5.0,0.05,14.19,1.45
1273,0.0,0.0,23.2,0.0
3151,15.0,0.15,19.44,5.94
333,0.0,0.0,12.85,0.0
1555,5.0,0.05,11.87,1.21
2752,0.0,0.0,22.23,0.0
2555,10.0,0.1,17.97,3.67
3686,0.0,0.0,23.46,0.0
1655,5.0,0.05,16.03,1.64
1117,0.0,0.0,17.47,0.0
4077,0.0,0.0,12.26,0.0
3571,15.0,0.15,13.74,4.2
4630,0.0,0.0,23.99,0.0
3904,5.0,0.05,18.02,1.85
4456,0.0,0.0,21.07,0.0
446,0.0,0.0,17.18,0.0
2616,10.0,0.1,14.66,2.99
453,0.0,0.0,24.86,0.0
4811,5.0,0.05,17.82,1.83
4445,0.0,0.0,23.29,0.0
4555,5.0,0.05,18.73,1.92
15,0.0,0.0,19.88,0.0
3108,0.0,0.0,20.63,0.0
946,10.0,0.1,14.16,2.9
248,0.0,0.0,30.47,0.0
4184,0.0,0.0,31.14,0.0
361,5.0,0.05,14.01,1.44
4667,0.0,0.0,19.19,0.0
3379,0.0,0.0,15.9,0.0
2319,0.0,0.0,26.37,0.0
1492,20.0,0.2,11.92,4.83
4776,5.0,0.05,19.12,1.96
1774,0.0,0.0,18.71,0.0
4633,5.0,0.05,19.3,1.98
4372,0.0,0.0,16.02,0.0
4895,0.0,0.0,21.18,0.0
2868,5.0,0.05,15.12,1.55
491,5.0,0.05,23.19,2.38
863,0.0,0.0,20.25,0.0
1766,0.0,0.0,13.15,0.0
2228,10.0,0.1,19.77,4.03
1903,0.0,0.0,18.12,0.0
2463,5.0,0.05,16.43,1.68
4113,0.0,0.0,14.77,0.0
507,0.0,0.0,17.52,0.0
2693,0.0,0.0,18.44,0.0
2016,15.0,0.15,19.66,6.01
4388,5.0,0.05,15.36,1.57
1223,0.0,0.0,16.52,0.0
1114,0.0,0.0,9.15,0.0
1933,0.0,0.0,20.31,0.0
3439,0.0,0.0,23.82,0.0
1375,5.0,0.05,14.91,1.52
4782,0.0,0.0,16.34,0.0
434,0.0,0.0,12.46,0.0
3876,0.0,0.0,13.65,0.0
3170,5.0,0.05,14.95,1.53
2851,5.0,0.05,15.27,1.56
2108,5.0,0.05,18.33,1.88
2649,0.0,0.0,16.06,0.0
4125,0.0,0.0,17.12,0.0
4636,0.0,0.0,18.43,0.0
2437,5.0,0.05,17.14,1.76
4995,0.0,0.0,18.8,0.0
1103,10.0,0.1,19.38,3.96
1770,5.0,0.05,26.96,2.76
1892,0.0,0.0,13.02,0.0
2155,0.0,0.0,23.57,0.0
3861,0.0,0.0,18.47,0.0
157,5.0,0.05,18.32,1.88
4921,0.0,0.0,23.31,0.0
2891,0.0,0.0,23.2,0.0
616,0.0,0.0,11.2,0.0
644,0.0,0.0,25.81,0.0
2881,0.0,0.0,21.23,0.0
2081,0.0,0.0,26.38,0.0
1069,0.0,0.0,21.45,0.0
3300,5.0,0.05,19.58,2.01
4290,0.0,0.0,18.28,0.0
4635,0.0,0.0,22.37,0.0
4164,0.0,0.0,15.09,0.0
331,0.0,0.0,19.29,0.0
4007,5.0,0.05,14.0,1.44
3017,0.0,0.0,16.32,0.0
2670,0.0,0.0,22.01,0.0
623,0.0,0.0,24.65,0.0
3860,0.0,0.0,15.96,0.0
3139,0.0,0.0,28.67,0.0
3435,0.0,0.0,18.68,0.0
2917,0.0,0.0,21.19,0.0
1947,5.0,0.05,17.98,1.84
1584,0.0,0.0,18.81,0.0
4407,0.0,0.0,19.42,0.0
756,0.0,0.0,22.08,0.0
519,0.0,0.0,23.27,0.0
3822,15.0,0.15,20.89,6.38
33,10.0,0.1,20.68,4.23
2953,0.0,0.0,18.75,0.0
1158,0.0,0.0,17.66,0.0
745,5.0,0.05,15.29,1.57
2482,0.0,0.0,16.95,0.0
2419,0.0,0.0,25.15,0.0
1973,15.0,0.15,19.73,6.04
2884,0.0,0.0,24.35,0.0
784,15.0,0.15,21.61,6.61
4491,0.0,0.0,24.18,0.0
2523,0.0,0.0,17.0,0.0
230,0.0,0.0,9.25,0.0
858,5.0,0.05,12.17,1.25
4911,20.0,0.2,14.58,5.93
2378,0.0,0.0,26.79,0.0
409,0.0,0.0,11.2,0.0
171,0.0,0.0,24.18,0.0
541,0.0,0.0,11.57,0.0
2226,0.0,0.0,26.76,0.0
2320,5.0,0.05,19.09,1.95
3482,5.0,0.05,20.91,2.14
614,5.0,0.05,25.94,2.66
4950,5.0,0.05,16.35,1.67
1834,0.0,0.0,23.31,0.0
3454,0.0,0.0,25.55,0.0
1162,0.0,0.0,13.77,0.0
2427,0.0,0.0,22.9,0.0
2381,5.0,0.05,21.48,2.2
1619,15.0,0.15,19.48,5.95
1635,10.0,0.1,10.69,2.19
1508,0.0,0.0,15.84,0.0
2214,0.0,0.0,19.87,0.0
565,0.0,0.0,16.88,0.0
4615,0.0,0.0,21.91,0.0
4258,0.0,0.0,21.49,0.0
2439,5.0,0.05,16.63,1.7
4797,0.0,0.0,18.58,0.0
2400,0.0,0.0,20.77,0.0
1421,10.0,0.1,19.72,4.02
4939,0.0,0.0,22.19,0.0
3492,5.0,0.05,21.98,2.25
3930,5.0,0.05,15.57,1.59
2743,5.0,0.05,12.56,1.29
2500,0.0,0.0,7.47,0.0
1406,0.0,0.0,24.73,0.0
1173,0.0,0.0,16.86,0.0
4327,5.0,0.05,27.37,2.8
326,5.0,0.05,26.15,2.68
1052,0.0,0.0,15.39,0.0
4977,5.0,0.05,20.07,2.06
3310,5.0,0.05,18.96,1.94
2901,0.0,0.0,18.98,0.0
2785,5.0,0.05,14.77,1.51
1197,0.0,0.0,5.43,0.0
621,0.0,0.0,15.24,0.0
1565,0.0,0.0,22.44,0.0
2895,0.0,0.0,19.98,0.0
1190,0.0,0.0,25.42,0.0
329,0.0,0.0,25.71,0.0
649,5.0,0.05,13.57,1.39
898,5.0,0.05,25.78,2.64
1490,0.0,0.0,19.98,0.0
1124,20.0,0.2,14.99,6.08
1919,0.0,0.0,21.26,0.0
4654,0.0,0.0,18.53,0.0
4387,0.0,0.0,22.0,0.0
1420,0.0,0.0,17.22,0.0
3817,0.0,0.0,11.77,0.0
2589,0.0,0.0,23.18,0.0
4716,0.0,0.0,24.56,0.0
3270,0.0,0.0,24.52,0.0
3695,0.0,0.0,23.18,0.0
2078,0.0,0.0,12.03,0.0
1024,10.0,0.1,20.82,4.25
3008,0.0,0.0,16.61,0.0
2407,0.0,0.0,14.04,0.0
1627,0.0,0.0,16.1,0.0
4295,20.0,0.2,12.53,5.1
2949,20.0,0.2,15.88,6.44
810,0.0,0.0,17.39,0.0
2866,0.0,0.0,21.28,0.0
979,0.0,0.0,6.58,0.0
4522,20.0,0.2,14.39,5.85
2706,5.0,0.05,15.52,1.59
3263,0.0,0.0,22.06,0.0
4449,0.0,0.0,19.84,0.0
2789,10.0,0.1,10.96,2.24
4158,5.0,0.05,28.51,2.92
1514,0.0,0.0,21.81,0.0
3479,0.0,0.0,16.28,0.0
2043,0.0,0.0,13.0,0.0
175,0.0,0.0,21.11,0.0
3291,0.0,0.0,21.48,0.0
1989,5.0,0.05,15.44,1.58
1504,0.0,0.0,24.11,0.0
4472,0.0,0.0,8.67,0.0
218,5.0,0.05,22.14,2.27
3933,0.0,0.0,17.43,0.0
3739,0.0,0.0,12.62,0.0
691,0.0,0.0,26.8,0.0
2593,0.0,0.0,25.08,0.0
3801,5.0,0.05,17.94,1.84
3474,0.0,0.0,28.6,0.0
1107,0.0,0.0,10.26,0.0
1551,0.0,0.0,26.13,0.0
2442,5.0,0.05,12.29,1.26
1552,10.0,0.1,12.78,2.61
612,5.0,0.05,14.7,1.5
3257,5.0,0.05,19.44,1.99
3730,5.0,0.05,16.9,1.73
577,15.0,0.15,16.49,5.04
2079,0.0,0.0,9.98,0.0
4446,0.0,0.0,9.82,0.0
1181,0.0,0.0,14.52,0.0
889,5.0,0.05,11.76,1.2
3144,0.0,0.0,24.22,0.0
3925,0.0,0.0,8.36,0.0
2679,0.0,0.0,6.73,0.0
818,0.0,0.0,16.55,0.0
3293,5.0,0.05,16.0,1.64
1887,0.0,0.0,16.89,0.0
209,10.0,0.1,15.49,3.16
294,0.0,0.0,16.79,0.0
1120,0.0,0.0,17.75,0.0
2229,0.0,0.0,20.02,0.0
2252,0.0,0.0,16.1,0.0
1265,0.0,0.0,20.57,0.0
991,5.0,0.05,17.52,1.8
4294,0.0,0.0,9.3,0.0
1533,0.0,0.0,20.72,0.0
354,10.0,0.1,18.88,3.85
1879,0.0,0.0,23.4,0.0
3657,10.0,0.1,12.01,2.46
4026,5.0,0.05,16.44,1.68
2571,15.0,0.15,9.81,2.99
3064,5.0,0.05,24.8,2.54
1229,5.0,0.05,14.96,1.53
260,0.0,0.0,21.38,0.0
1542,0.0,0.0,31.71,0.0
4804,0.0,0.0,17.02,0.0
4750,0.0,0.0,17.25,0.0
4842,0.0,0.0,16.71,0.0
2597,0.0,0.0,21.71,0.0
53,5.0,0.05,17.92,1.84
2212,0.0,0.0,20.86,0.0
1868,5.0,0.05,27.69,2.84
3572,0.0,0.0,20.09,0.0
3654,5.0,0.05,15.43,1.58
2803,0.0,0.0,18.44,0.0
2898,0.0,0.0,23.96,0.0
1480,0.0,0.0,22.52,0.0
1034,0.0,0.0,17.3,0.0
1098,0.0,0.0,19.71,0.0
1470,0.0,0.0,19.35,0.0
544,30.0,0.3,6.19,3.73
1047,0.0,0.0,20.58,0.0
