customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,channel,avg_basket_size,discount,purchase,treatment,ITE,segment
552,47,47900.0,1,0.219,594,online,47.69,0,1,0,-0.0777926175040706,Not Persuadable
4104,62,63200.0,4,0.087,1,in_store,46.77,15,1,1,0.02017224125157442,Persuadable
1175,39,70400.0,3,0.098,427,in_store,35.24,10,1,1,0.019474984438243224,Persuadable
199,40,36400.0,2,0.141,384,in_store,30.83,0,1,0,0.06223520039875088,Persuadable
4033,47,71700.0,5,0.126,274,online,33.58,0,1,0,0.0772650312272817,Persuadable
3363,43,60600.0,0,0.065,130,in_store,47.04,5,0,1,-0.03344146566423922,Not Persuadable
403,50,32500.0,2,0.088,344,online,22.66,0,1,0,-0.11940525705129573,Not Persuadable
4579,34,35700.0,1,0.138,208,in_store,44.83,0,0,0,0.022325224533804835,Persuadable
4183,23,49200.0,0,0.119,353,in_store,26.78,30,1,1,0.10102038490950054,Highly Persuadable
4774,48,58800.0,2,0.055,358,online,40.62,25,0,1,0.04441133265491211,Persuadable
4988,43,52000.0,8,0.23,304,online,25.02,10,1,1,0.10892542662383463,Highly Persuadable
4813,40,20000.0,1,0.186,389,online,35.24,10,0,1,0.05740847645778777,Persuadable
4473,61,62600.0,3,0.08,206,in_store,35.58,5,0,1,-0.02344895736045897,Not Persuadable
651,62,66700.0,3,0.057,209,in_store,49.13,0,0,0,0.08548500954702552,Persuadable
709,37,45800.0,1,0.07,275,online,23.37,0,0,0,0.11826617597403298,Highly Persuadable
1502,33,62200.0,1,0.09,831,in_store,36.99,15,0,1,-0.02827736036822401,Not Persuadable
4425,28,19500.0,1,0.046,300,in_store,23.23,0,1,0,0.03881838134819589,Persuadable
3991,43,58600.0,1,0.099,582,online,26.41,25,1,1,0.04839326637169306,Persuadable
2233,25,18100.0,0,0.0,315,in_store,35.43,0,1,0,0.000773886468346069,Persuadable
2342,38,54000.0,1,0.05,227,in_store,45.05,0,0,0,0.05172763640542734,Persuadable
315,50,52000.0,3,0.077,369,in_store,44.33,0,0,0,-0.012430288345462068,Not Persuadable
1221,39,67000.0,6,0.195,125,online,54.13,25,1,1,0.0986550253936243,Persuadable
4485,41,39800.0,3,0.047,94,online,30.54,0,0,0,0.09640120783896203,Persuadable
114,23,45400.0,3,0.074,503,online,42.35,25,1,1,0.04281842887723951,Persuadable
961,59,52600.0,4,0.175,130,online,42.54,0,0,0,-0.04162023257733189,Not Persuadable
2926,51,29100.0,6,0.182,427,online,26.1,15,0,1,-0.011363493998913184,Not Persuadable
3275,18,47000.0,0,0.132,211,online,24.72,0,1,0,0.029179837695222872,Persuadable
1648,54,56600.0,2,0.213,634,in_store,43.9,0,0,0,0.14594152539946448,Highly Persuadable
3338,46,48200.0,2,0.195,271,in_store,31.42,5,1,1,0.04965865658758768,Persuadable
2624,43,52400.0,2,0.043,260,online,60.97,0,0,0,0.12522164037346523,Highly Persuadable
3210,33,59500.0,4,0.098,273,online,45.96,0,1,0,-0.05350034804961412,Not Persuadable
1771,35,49700.0,1,0.094,133,online,46.01,20,0,1,-0.05291893893445468,Not Persuadable
3430,50,70400.0,1,0.165,1,in_store,63.5,15,1,1,0.0619202349196029,Persuadable
4539,27,71600.0,0,0.0,135,online,55.4,0,0,0,-0.03424754847568079,Not Persuadable
1838,37,35500.0,1,0.0,379,in_store,30.46,5,1,1,0.10122199430328305,Highly Persuadable
1946,18,48000.0,2,0.066,175,online,51.6,10,1,1,0.02465144796640304,Persuadable
2499,33,32800.0,0,0.011,152,in_store,41.16,30,0,1,-0.007997025048195968,Not Persuadable
4052,39,39800.0,2,0.013,425,in_store,24.35,25,1,1,0.1347515609892921,Highly Persuadable
3309,28,29400.0,0,0.022,84,online,32.25,15,1,1,0.14538656838325442,Highly Persuadable
4201,30,42300.0,1,0.057,184,online,30.47,0,0,0,0.07173715583984548,Persuadable
4393,27,15000.0,0,0.0,171,online,37.03,0,0,0,0.029980134772568084,Persuadable
2595,21,31400.0,1,0.0,77,online,33.04,0,0,0,0.034921386434827284,Persuadable
2116,37,41600.0,4,0.001,663,in_store,45.73,0,0,0,-0.01479529526801885,Not Persuadable
1345,28,22200.0,0,0.101,189,online,30.48,0,0,0,0.11935931622831306,Highly Persuadable
2877,24,28000.0,1,0.01,245,online,34.15,0,0,0,-0.06286116517965132,Not Persuadable
3341,36,59500.0,3,0.041,516,in_store,48.98,15,1,1,-0.021134027507394678,Not Persuadable
4864,46,57300.0,1,0.17,301,online,28.22,30,0,1,0.03484082965841377,Persuadable
3938,46,69900.0,4,0.246,242,in_store,50.15,30,1,1,0.2159106581030419,Highly Persuadable
1651,34,53500.0,1,0.083,516,online,57.41,25,0,1,-0.05043624500083224,Not Persuadable
790,38,45400.0,2,0.114,303,in_store,50.96,0,1,0,-0.0216434750240354,Not Persuadable
2281,55,41700.0,2,0.231,240,in_store,25.33,0,1,0,0.156592748242683,Highly Persuadable
4655,42,80600.0,1,0.031,396,in_store,40.1,25,0,1,-0.0006476358058384421,Not Persuadable
4572,60,29900.0,4,0.287,101,online,24.96,0,1,0,0.03786911881923225,Persuadable
872,28,73700.0,1,0.22,163,online,46.94,25,1,1,0.17736134776682252,Highly Persuadable
1721,53,77200.0,3,0.228,442,in_store,54.83,0,1,0,0.03115638365081729,Persuadable
1591,23,39200.0,3,0.179,148,in_store,30.52,0,1,0,0.10057556906329115,Highly Persuadable
2728,38,66300.0,3,0.051,469,online,36.47,20,1,1,-0.028076229663301498,Not Persuadable
74,46,45400.0,3,0.221,226,online,34.55,0,1,0,0.070915514946735,Persuadable
1778,43,46100.0,1,0.0,158,in_store,32.82,0,1,0,-0.03231868894971028,Not Persuadable
1617,75,71100.0,5,0.295,569,online,53.35,0,1,0,0.0035023804994075906,Persuadable
1362,51,80800.0,0,0.095,163,in_store,53.39,0,0,0,0.02958996829531916,Persuadable
3025,38,30000.0,1,0.039,103,in_store,25.62,30,0,1,0.04449169334815591,Persuadable
1967,43,69200.0,4,0.132,338,in_store,45.67,0,0,0,0.24790155874441192,Highly Persuadable
4586,46,51100.0,3,0.08,87,online,35.37,0,0,0,0.18593176501318723,Highly Persuadable
3828,43,58000.0,1,0.066,785,in_store,48.23,0,0,0,-0.04150811616362883,Not Persuadable
2260,47,34700.0,2,0.09,381,in_store,36.42,10,0,1,-0.13558641972332988,Not Persuadable
2900,50,83000.0,5,0.103,823,in_store,50.06,30,0,1,0.029313572467632113,Persuadable
2223,41,54800.0,2,0.075,632,online,50.89,30,0,1,-0.012223506839015874,Not Persuadable
495,36,54400.0,3,0.124,727,in_store,25.05,0,1,0,0.030961592873291026,Persuadable
3146,44,46400.0,2,0.014,283,online,34.4,0,0,0,0.08892870540580314,Persuadable
3530,39,53000.0,3,0.049,485,online,49.47,20,0,1,-0.06484306916636894,Not Persuadable
1282,18,68600.0,1,0.044,358,in_store,44.5,0,0,0,0.00212245360826377,Persuadable
1165,28,61200.0,2,0.109,220,online,38.27,25,1,1,0.13563660509952352,Highly Persuadable
1243,60,52100.0,7,0.246,180,online,44.84,0,1,0,0.07968890098874636,Persuadable
1756,48,58300.0,1,0.058,1,online,32.87,25,1,1,0.0807242099565331,Persuadable
1993,43,43300.0,5,0.19,528,in_store,28.66,10,0,1,0.045046920101401364,Persuadable
2195,42,36300.0,2,0.165,84,online,47.16,15,1,1,0.06875143616643428,Persuadable
1727,29,54400.0,1,0.0,319,online,38.17,0,0,0,0.050816029052909745,Persuadable
619,33,41000.0,2,0.175,484,online,34.79,20,1,1,0.01732167888189811,Persuadable
4934,46,56600.0,5,0.095,8,online,40.53,0,0,0,0.1496365682476824,Highly Persuadable
1882,57,53800.0,5,0.204,46,in_store,55.33,10,0,1,-0.0038471766097103502,Not Persuadable
1630,53,44700.0,4,0.045,338,online,32.32,0,1,0,0.00982524251879683,Persuadable
4767,28,32600.0,2,0.112,162,in_store,29.18,30,0,1,-0.06256793957379828,Not Persuadable
2089,32,52400.0,3,0.035,693,in_store,39.78,25,1,1,0.08700294809731011,Persuadable
3426,45,45400.0,2,0.032,632,in_store,41.18,5,0,1,0.1052541973492202,Highly Persuadable
870,39,75000.0,5,0.081,258,in_store,54.01,20,0,1,0.07987481345013056,Persuadable
4709,30,27900.0,1,0.0,312,in_store,37.43,0,1,0,-0.13045218229190042,Not Persuadable
1043,48,30800.0,1,0.103,431,online,30.07,0,1,0,-0.13477217500813704,Not Persuadable
3385,39,41500.0,6,0.249,560,online,37.47,0,1,0,0.0735650756469075,Persuadable
357,43,18500.0,2,0.095,674,in_store,34.28,0,0,0,0.07234260420720376,Persuadable
1163,37,44400.0,2,0.174,1,in_store,32.29,0,0,0,0.07974352151560661,Persuadable
2781,58,62000.0,6,0.231,618,in_store,37.6,20,0,1,0.06444345786751851,Persuadable
2255,52,55300.0,6,0.075,372,online,33.43,0,0,0,-0.013572202074565692,Not Persuadable
3166,44,64400.0,0,0.0,1,online,44.57,25,1,1,0.018610788128733236,Persuadable
3947,56,23200.0,2,0.08,625,in_store,20.5,0,0,0,0.07159475851921007,Persuadable
1790,52,44500.0,2,0.0,747,in_store,34.37,0,1,0,-0.017478938484018575,Not Persuadable
3807,30,27200.0,0,0.087,1,in_store,37.9,15,0,1,-0.002678251626389471,Not Persuadable
3658,63,38100.0,3,0.205,608,in_store,29.09,0,1,0,0.013045350387656552,Persuadable
1273,36,50700.0,3,0.04,298,online,47.62,0,0,0,-0.037487363720890524,Not Persuadable
3151,43,53400.0,1,0.188,628,in_store,39.61,0,0,0,0.19183916913056637,Highly Persuadable
333,32,44400.0,1,0.167,325,online,26.38,0,1,0,-0.0020758694243328307,Not Persuadable
1555,23,23600.0,1,0.0,1,in_store,24.28,0,0,0,0.09215664556728974,Persuadable
2752,35,44700.0,1,0.163,79,in_store,45.64,0,1,0,0.08372415911572363,Persuadable
2555,45,60200.0,3,0.143,228,online,36.7,15,1,1,0.14744159656854183,Highly Persuadable
3686,43,51000.0,0,0.0,265,in_store,48.15,0,1,0,-0.08269219088009569,Not Persuadable
1655,37,49600.0,1,0.061,118,online,32.82,0,1,0,0.05488279264193673,Persuadable
1117,54,35500.0,1,0.101,80,online,35.85,0,0,0,-0.08065716610841155,Not Persuadable
4077,18,15000.0,1,0.042,528,in_store,25.16,0,0,0,-0.04847238651623215,Not Persuadable
3571,49,35700.0,1,0.073,628,in_store,28.02,25,0,1,0.1060282099107847,Highly Persuadable
4630,28,65100.0,5,0.211,1,in_store,49.24,0,0,0,0.06625248541415532,Persuadable
3904,37,51800.0,1,0.007,1,in_store,36.93,20,0,1,0.08621299523984477,Persuadable
4456,70,76500.0,4,0.2,601,online,43.25,25,1,1,0.020396108389193684,Persuadable
446,22,22200.0,2,0.045,391,in_store,35.27,0,0,0,0.03714286142606872,Persuadable
2616,32,29600.0,2,0.021,648,online,29.91,15,1,1,0.1792458768685767,Highly Persuadable
453,63,87900.0,4,0.087,449,in_store,51.02,20,1,1,-0.08800334510878431,Not Persuadable
4811,41,36000.0,3,0.236,383,online,36.52,0,1,0,0.05295034016681523,Persuadable
4445,41,45400.0,3,0.0,287,in_store,47.81,10,1,1,-0.03194682674119618,Not Persuadable
4555,61,53900.0,5,0.165,646,in_store,38.33,25,0,1,0.15634510308597593,Highly Persuadable
15,46,54900.0,2,0.14,434,online,40.8,25,1,1,0.07329374717291458,Persuadable
3108,42,62200.0,1,0.022,1,online,42.35,0,0,0,0.014604387710734176,Persuadable
946,36,15300.0,0,0.095,286,online,28.97,20,1,1,0.06257138511715511,Persuadable
248,62,76600.0,2,0.0,56,online,62.55,5,0,1,0.01007737834611687,Persuadable
4184,68,88600.0,1,0.0,345,in_store,63.91,0,0,0,0.02766815012344699,Persuadable
361,38,36500.0,1,0.072,450,online,28.72,10,1,1,0.05922419099862277,Persuadable
4667,56,45000.0,4,0.071,510,online,39.4,25,0,1,-0.005486043120433306,Not Persuadable
3379,28,37400.0,2,0.0,277,in_store,32.63,0,0,0,0.02705574125666094,Persuadable
2319,67,50200.0,3,0.088,291,online,54.13,10,1,1,-0.04045331396284004,Not Persuadable
1492,40,39100.0,4,0.143,1,online,24.15,30,0,1,0.16831801416562006,Highly Persuadable
4776,49,55300.0,3,0.055,1,online,39.14,25,0,1,0.09972879873523642,Persuadable
1774,60,55400.0,4,0.034,414,in_store,38.41,25,0,1,-0.1494523898157033,Not Persuadable
4633,29,40200.0,2,0.08,95,online,39.55,0,0,0,0.06665541340532126,Persuadable
4372,33,37700.0,2,0.093,413,in_store,32.88,0,1,0,-0.10888831452039312,Not Persuadable
4895,30,47500.0,5,0.234,703,in_store,43.48,25,0,1,0.025534544053685666,Persuadable
2868,58,46200.0,6,0.184,658,online,30.95,0,1,0,0.09239043022264393,Persuadable
491,53,50700.0,4,0.234,92,online,47.5,0,1,0,0.10643570451200782,Highly Persuadable
863,39,29100.0,3,0.124,316,online,41.56,10,1,1,-0.06956453760025093,Not Persuadable
1766,38,34500.0,0,0.098,337,online,26.99,10,0,1,-0.06655880177302884,Not Persuadable
2228,47,58400.0,3,0.137,717,in_store,40.32,10,1,1,0.18409925273520153,Highly Persuadable
1903,47,39300.0,1,0.012,69,in_store,37.2,0,0,0,0.021769674024576385,Persuadable
2463,38,59700.0,4,0.162,251,online,33.63,0,1,0,0.11080964714037025,Highly Persuadable
4113,32,47000.0,0,0.103,1,online,30.32,10,0,1,-0.0451961652003547,Not Persuadable
507,69,58000.0,1,0.023,1,online,35.96,0,1,0,0.03434333026969254,Persuadable
2693,39,27600.0,1,0.0,516,online,37.86,25,0,1,0.058879574254570695,Persuadable
2016,42,36900.0,2,0.232,222,in_store,40.06,0,0,0,0.1786752855799429,Highly Persuadable
4388,47,39900.0,2,0.143,254,online,31.4,25,1,1,0.13350462577475103,Highly Persuadable
1223,45,49200.0,2,0.17,533,in_store,33.91,15,1,1,0.0806623920250631,Persuadable
1114,37,32800.0,0,0.124,6,online,18.78,15,0,1,0.026562285537811793,Persuadable
1933,30,40100.0,1,0.149,1,in_store,41.69,0,1,0,-0.007280738753126296,Not Persuadable
3439,37,58000.0,3,0.176,560,in_store,48.9,0,1,0,0.04577804341574488,Persuadable
1375,40,35500.0,2,0.0,601,in_store,30.47,0,0,0,0.1605774492781683,Highly Persuadable
4782,55,52700.0,0,0.048,62,online,33.55,25,0,1,0.003571502547616715,Persuadable
434,18,45300.0,2,0.019,130,online,25.57,0,0,0,0.01153834141247849,Persuadable
3876,45,33400.0,1,0.037,390,online,28.01,5,0,1,-0.04880489654501876,Not Persuadable
3170,26,29400.0,0,0.091,496,in_store,30.62,0,0,0,0.09873868467940135,Persuadable
2851,38,53400.0,3,0.276,677,online,31.27,15,0,1,0.08997172077299101,Persuadable
2108,27,41500.0,3,0.258,377,online,37.55,10,1,1,0.06921681565181836,Persuadable
2649,43,45400.0,3,0.0,325,online,32.97,0,1,0,0.03982770796196344,Persuadable
4125,49,36300.0,1,0.0,161,in_store,35.15,0,0,0,-0.014432560669745218,Not Persuadable
4636,26,35600.0,1,0.148,444,in_store,37.84,15,0,1,-0.10415761239109309,Not Persuadable
2437,28,53200.0,5,0.156,584,online,35.13,10,1,1,0.08657750524565788,Persuadable
4995,45,39500.0,2,0.092,426,in_store,38.58,0,1,0,-0.11081949807821118,Not Persuadable
1103,47,41900.0,3,0.287,348,online,39.59,20,1,1,0.11883869093172211,Highly Persuadable
1770,74,48200.0,4,0.187,673,in_store,55.22,30,1,1,0.14041042158856884,Highly Persuadable
1892,31,33500.0,3,0.183,332,in_store,26.72,30,0,1,0.059611481794692917,Persuadable
2155,43,74500.0,2,0.077,492,in_store,48.38,20,1,1,0.030633888103170893,Persuadable
3861,25,57800.0,4,0.191,360,in_store,37.92,15,1,1,0.04390776716669004,Persuadable
157,42,37100.0,1,0.165,1,online,37.53,0,0,0,0.12116341621892043,Highly Persuadable
4921,36,70900.0,5,0.394,386,online,47.84,10,1,1,0.015418680773862214,Persuadable
2891,30,38300.0,1,0.018,277,online,47.62,0,1,0,-0.11848857856811171,Not Persuadable
616,25,29000.0,1,0.043,268,in_store,22.98,10,0,1,0.009034246935628952,Persuadable
644,42,73000.0,1,0.065,513,online,52.97,0,1,0,0.011146748925164126,Persuadable
2881,44,39500.0,3,0.0,1,in_store,43.57,20,1,1,-0.0029195760252749953,Not Persuadable
2081,45,67300.0,5,0.096,741,in_store,54.15,0,1,0,0.021900470033714505,Persuadable
1069,57,40000.0,4,0.122,40,in_store,44.04,0,1,0,-0.1038434526957,Not Persuadable
3300,42,40200.0,2,0.0,1,online,40.1,30,1,1,0.09578824439953089,Persuadable
4290,45,48900.0,1,0.087,931,online,37.53,25,0,1,0.07325827289692448,Persuadable
4635,44,56100.0,4,0.139,72,in_store,45.92,20,1,1,-0.028994313164689773,Not Persuadable
4164,24,29800.0,1,0.046,394,online,30.97,5,1,1,0.02918866524974123,Persuadable
331,58,63800.0,1,0.128,333,online,39.6,0,1,0,-0.019894741865809827,Not Persuadable
4007,36,49900.0,1,0.135,1,online,28.7,0,1,0,0.05000530638291046,Persuadable
3017,32,48600.0,4,0.028,458,in_store,33.5,20,1,1,0.09941112637022875,Persuadable
2670,32,71900.0,4,0.025,149,in_store,45.17,15,1,1,0.040612135637777234,Persuadable
623,43,57400.0,1,0.041,12,online,50.6,5,0,1,-0.012654972727866415,Not Persuadable
3860,45,31200.0,0,0.056,402,online,32.76,0,0,0,0.04524452125390776,Persuadable
3139,46,56400.0,1,0.073,5,online,58.84,0,1,0,0.038565758474261136,Persuadable
3435,25,39500.0,1,0.114,1,online,38.35,0,1,0,-0.02735326427690625,Not Persuadable
2917,59,48600.0,6,0.26,99,in_store,43.49,0,1,0,0.06303594702727083,Persuadable
1947,31,68400.0,4,0.19,636,in_store,36.8,15,0,1,0.103130485209229,Highly Persuadable
1584,32,46000.0,2,0.051,461,online,38.61,0,1,0,0.02900864352591393,Persuadable
4407,34,37800.0,1,0.095,600,online,39.86,0,1,0,-0.018173803200660282,Not Persuadable
756,54,58800.0,6,0.108,380,online,45.32,10,1,1,-0.03733395869038451,Not Persuadable
519,51,65300.0,3,0.178,570,in_store,47.77,25,1,1,0.07138727853144096,Persuadable
3822,55,62200.0,2,0.192,831,in_store,42.54,0,0,0,0.212865571182527,Highly Persuadable
33,34,60000.0,5,0.197,836,in_store,42.25,0,0,0,0.17747418821630273,Highly Persuadable
2953,36,42300.0,2,0.117,211,in_store,38.49,0,1,0,0.03416358316202528,Persuadable
1158,58,52700.0,3,0.0,326,in_store,36.25,0,1,0,0.015862597115292584,Persuadable
745,41,53900.0,2,0.122,638,online,31.32,15,0,1,0.055410065169106744,Persuadable
2482,29,35800.0,2,0.147,85,online,34.8,5,1,1,0.06630242349426198,Persuadable
2419,47,45900.0,6,0.119,736,in_store,51.62,20,1,1,-0.002031987465764707,Not Persuadable
1973,41,28600.0,3,0.253,522,in_store,40.24,0,0,0,0.13408143010300946,Highly Persuadable
2884,54,78000.0,4,0.09,793,online,49.99,25,0,1,0.06297797533210744,Persuadable
784,51,45300.0,3,0.319,1,online,44.08,0,0,0,0.15925964914411436,Highly Persuadable
4491,61,71000.0,2,0.03,124,in_store,49.63,25,0,1,0.037826844003330445,Persuadable
2523,37,49800.0,1,0.0,1,online,34.9,0,1,0,0.04474263804640794,Persuadable
230,37,38600.0,3,0.045,381,online,18.99,15,0,1,0.06527925855172124,Persuadable
858,45,48600.0,1,0.065,314,in_store,24.91,5,0,1,0.11445985407123743,Highly Persuadable
4911,31,33300.0,1,0.035,75,online,29.66,10,1,1,0.1485692232982866,Highly Persuadable
2378,32,15000.0,1,0.114,61,in_store,54.99,0,1,0,-0.050968885071478974,Not Persuadable
409,18,15000.0,2,0.116,490,online,22.98,20,0,1,-0.006425837525631868,Not Persuadable
171,32,50700.0,2,0.078,528,online,49.63,25,0,1,-0.07552798030035414,Not Persuadable
541,20,33400.0,0,0.083,67,online,23.74,0,0,0,0.03520738017946404,Persuadable
2226,43,49200.0,2,0.034,463,online,54.93,0,1,0,-0.11611172423540249,Not Persuadable
2320,37,39100.0,0,0.024,227,online,39.09,20,1,1,0.07759639466086171,Persuadable
3482,51,54500.0,7,0.027,503,online,42.81,0,0,0,0.06866190775860233,Persuadable
614,45,70700.0,1,0.04,232,in_store,53.17,20,1,1,0.11648393240549035,Highly Persuadable
4950,50,45600.0,3,0.133,766,in_store,33.45,0,1,0,0.08773776337319993,Persuadable
1834,45,31800.0,2,0.149,799,online,47.85,25,0,1,-0.0432158689640324,Not Persuadable
3454,49,59300.0,2,0.0,403,in_store,52.44,15,0,1,-0.04732743049775651,Not Persuadable
1162,36,33100.0,3,0.122,346,in_store,28.27,25,0,1,0.004350247497305117,Persuadable
2427,65,70300.0,4,0.299,549,in_store,47.0,30,0,1,0.005494723081083793,Persuadable
2381,37,42300.0,3,0.328,349,online,43.99,0,0,0,0.09628445906502073,Persuadable
1619,44,64800.0,3,0.001,252,online,39.69,0,0,0,0.2032832585714246,Highly Persuadable
1635,43,48700.0,2,0.0,232,in_store,21.85,20,0,1,0.11343670457942048,Highly Persuadable
1508,39,46300.0,6,0.238,1,in_store,32.51,0,1,0,0.02756543469580323,Persuadable
2214,61,53900.0,3,0.02,194,online,40.79,20,1,1,0.08710653668108546,Persuadable
565,51,41500.0,0,0.119,151,in_store,34.65,0,1,0,-0.03502690239833724,Not Persuadable
4615,33,59700.0,4,0.132,630,online,44.97,15,1,1,0.0562004933652678,Persuadable
4258,53,66600.0,2,0.025,122,in_store,44.11,0,0,0,0.007997958803398663,Persuadable
2439,52,42600.0,3,0.048,203,in_store,34.08,0,0,0,0.044657902810866436,Persuadable
4797,44,56900.0,1,0.087,421,in_store,38.13,25,1,1,-0.03920984593308673,Not Persuadable
2400,47,50600.0,1,0.0,675,in_store,42.63,0,1,0,0.012665467768821877,Persuadable
1421,37,42800.0,3,0.053,272,in_store,40.23,5,1,1,0.1744683313737805,Highly Persuadable
4939,48,48000.0,0,0.011,206,online,45.55,15,1,1,0.006433737778449554,Persuadable
3492,29,68500.0,5,0.237,326,online,45.04,10,0,1,0.07185016700345243,Persuadable
3930,31,28700.0,4,0.117,724,in_store,31.87,15,1,1,0.1048625764016721,Highly Persuadable
2743,30,15000.0,1,0.016,1,online,25.73,0,0,0,0.07088220999127673,Persuadable
2500,55,29000.0,3,0.076,52,online,15.34,0,1,0,-0.11717724946741645,Not Persuadable
1406,48,63600.0,4,0.091,274,in_store,50.77,15,1,1,0.03195234432936401,Persuadable
1173,39,40000.0,1,0.058,407,in_store,34.6,10,1,1,-0.02027483264376169,Not Persuadable
4327,53,65100.0,1,0.182,519,in_store,56.09,25,1,1,0.07296444059175299,Persuadable
326,49,76100.0,5,0.234,1,online,53.53,0,0,0,0.17212877719593084,Highly Persuadable
1052,38,38000.0,3,0.04,227,online,31.59,0,0,0,0.07645977604144497,Persuadable
4977,42,44900.0,3,0.062,528,in_store,41.12,0,0,0,0.09286177809050891,Persuadable
3310,35,42000.0,6,0.082,1,online,38.83,10,1,1,0.08723201733322443,Persuadable
2901,33,32600.0,0,0.121,65,in_store,38.96,0,1,0,-0.050225080825470156,Not Persuadable
2785,45,32200.0,2,0.181,1,online,30.22,10,1,1,0.11392536174210412,Highly Persuadable
1197,25,47600.0,3,0.17,133,online,11.15,0,1,0,-0.016431585551264054,Not Persuadable
621,35,79900.0,4,0.051,211,in_store,31.28,10,0,1,0.009746363411324593,Persuadable
1565,29,56600.0,3,0.164,204,in_store,46.06,20,1,1,0.07399783478119544,Persuadable
2895,32,64600.0,4,0.145,408,in_store,41.01,5,0,1,-0.02559872753909155,Not Persuadable
1190,38,40500.0,2,0.238,495,in_store,52.17,15,0,1,0.02204770240132203,Persuadable
329,26,43500.0,5,0.03,737,online,52.78,0,0,0,-0.022540592887148315,Not Persuadable
649,42,22900.0,2,0.082,34,online,27.82,0,1,0,0.059422601522071065,Persuadable
898,30,63500.0,3,0.191,220,online,52.84,15,1,1,0.10646687512862754,Highly Persuadable
1490,42,35300.0,1,0.179,492,online,41.02,20,0,1,-0.015696398797243966,Not Persuadable
1124,37,39300.0,3,0.0,448,in_store,30.4,20,1,1,0.19739934613037727,Highly Persuadable
1919,36,37600.0,7,0.128,802,online,43.63,0,0,0,-0.007750458387963781,Not Persuadable
4654,35,52500.0,1,0.0,76,in_store,38.03,15,0,1,-0.012977206321145329,Not Persuadable
4387,37,47300.0,1,0.138,492,in_store,45.16,15,1,1,-0.06463809044236651,Not Persuadable
1420,40,44000.0,4,0.0,76,online,35.35,30,0,1,0.01659965261944627,Persuadable
3817,39,43400.0,4,0.054,435,in_store,24.17,0,1,0,-0.010643878972279043,Not Persuadable
2589,44,30400.0,1,0.048,771,in_store,47.59,30,1,1,-0.018612455766159754,Not Persuadable
4716,60,72000.0,5,0.218,796,in_store,50.41,0,1,0,0.012499591323539538,Persuadable
3270,30,48400.0,1,0.055,77,online,50.33,0,1,0,-0.03799520588265942,Not Persuadable
3695,55,68100.0,3,0.118,481,in_store,47.59,20,0,1,-0.09654554715168678,Not Persuadable
2078,41,41100.0,2,0.044,430,online,24.7,20,0,1,0.004892450447173006,Persuadable
1024,47,59500.0,5,0.239,672,online,42.55,30,1,1,0.17309747901699601,Highly Persuadable
3008,53,42600.0,3,0.08,252,in_store,34.1,0,0,0,0.03293682736953203,Persuadable
2407,43,19100.0,0,0.092,279,in_store,28.82,10,0,1,-0.025409372453382408,Not Persuadable
1627,18,37600.0,0,0.014,290,in_store,33.05,0,0,0,-0.035819936166685724,Not Persuadable
4295,41,29300.0,1,0.163,259,in_store,25.48,10,1,1,0.12135818460510303,Highly Persuadable
2949,49,45500.0,4,0.132,628,in_store,32.21,0,0,0,0.20092967389827,Highly Persuadable
810,43,32300.0,1,0.14,296,online,35.7,0,1,0,-0.009876155245526418,Not Persuadable
2866,25,34200.0,0,0.031,164,online,43.69,0,0,0,0.011971815875548521,Persuadable
979,23,25200.0,5,0.016,437,online,13.5,10,0,1,-0.09508443420119841,Not Persuadable
4522,44,42700.0,2,0.254,485,in_store,29.27,0,0,0,0.14393176084303982,Highly Persuadable
2706,38,37800.0,2,0.103,95,in_store,31.75,0,0,0,0.12156403422028668,Highly Persuadable
3263,44,47500.0,1,0.042,682,in_store,45.29,0,0,0,0.022811580326061294,Persuadable
4449,57,44900.0,1,0.0,322,in_store,40.72,5,0,1,0.005335954752594614,Persuadable
2789,33,35500.0,1,0.098,274,in_store,22.38,0,0,0,0.09341326147614365,Persuadable
4158,56,81800.0,3,0.246,14,in_store,58.33,0,0,0,0.21031445709617355,Highly Persuadable
1514,18,27900.0,2,0.08,493,online,44.77,25,0,1,-0.04362321319412654,Not Persuadable
3479,54,35900.0,3,0.053,456,in_store,33.41,0,0,0,0.04350754712792328,Persuadable
2043,63,29200.0,1,0.054,453,online,26.68,0,0,0,-0.027542110164392,Not Persuadable
175,25,65800.0,2,0.02,513,online,43.33,0,0,0,0.007589689581606771,Persuadable
3291,37,40400.0,4,0.057,515,in_store,44.1,0,0,0,0.027915336443351278,Persuadable
1989,30,28500.0,0,0.061,96,online,31.56,0,1,0,0.13006983794388471,Highly Persuadable
1504,44,59600.0,1,0.012,321,in_store,49.49,0,1,0,-0.08485437997859412,Not Persuadable
4472,31,23500.0,1,0.07,380,in_store,17.8,10,0,1,-0.032482806298009134,Not Persuadable
218,56,74500.0,4,0.0,502,online,45.36,0,0,0,0.06036585891008756,Persuadable
3933,44,33300.0,1,0.113,803,in_store,35.77,0,1,0,0.0018056489267800964,Persuadable
3739,32,31400.0,1,0.095,574,online,25.91,20,0,1,-0.025823960166321717,Not Persuadable
691,44,75400.0,2,0.056,492,in_store,55.01,20,1,1,-0.05706489188275673,Not Persuadable
2593,46,51400.0,3,0.075,636,online,51.49,0,1,0,-0.011978022760658185,Not Persuadable
